derived_split	source_split	source	image	label	label_line	coco_image_id	coco_annotation_id	yolo_class_id	coco_category_id	vertices	bbox_x	bbox_y	bbox_w	bbox_h	area	mask_sha256	polygon_sha256
train_clean	train	local_test_images_20260707	local_test_images_20260707_0001.jpg	local_test_images_20260707_0001.txt	11	1	11	0	1	12	539.0	810.0	28.0	50.0	900.0	d00b4a8361c5de33ed219f413eed53d451dd7718ac374bed70a349193a428fac	e7805561346df0cc1e658cb0e20845a13bedf7d1688004a8f6fa0312d0e39031
train_clean	train	local_test_images_20260707	local_test_images_20260707_0002.jpg	local_test_images_20260707_0002.txt	1	2	12	0	1	75	368.0	419.0	114.0	135.0	10208.0	6b85de2608e79834526deb563156d724dabb396295425603a1ecf62aa7fafe7c	ecfc31b89214dd2a5179f6b7ea3b270d2db82ac0ab1b21880f2eff4120dae115
train_clean	train	local_test_images_20260707	local_test_images_20260707_0002.jpg	local_test_images_20260707_0002.txt	2	2	13	0	1	81	274.0	519.0	138.0	130.0	14079.0	f92b5a563473bb52619c10b8a80f3d25f1d5272169054838135a76bcc7974b61	a266ce9a858bd7017c39b9ccae372fd3e5959e601cc0e3eb64680744398f8232
train_clean	train	local_test_images_20260707	local_test_images_20260707_0002.jpg	local_test_images_20260707_0002.txt	3	2	14	0	1	89	257.0	738.0	98.0	116.0	8941.0	d50ddb45488110882a55d39fe476cc88d2798749cdbafda2f851566356b4e116	1141a78e29b71e9e971e0d71ee65b92d7a7e1241d9651c4d473269d1b022599a
train_clean	train	local_test_images_20260707	local_test_images_20260707_0002.jpg	local_test_images_20260707_0002.txt	4	2	15	0	1	78	482.0	709.0	53.0	53.0	2242.0	a02741e5d6c00ba2a70ab1cc93063ded14269b4fdeea786a203b14ec5d547291	85f802ccb4f349d0326556d00767c877660df904124e853c46de2efcc634f043
train_clean	train	local_test_images_20260707	local_test_images_20260707_0002.jpg	local_test_images_20260707_0002.txt	5	2	16	0	1	27	242.0	354.0	138.0	167.0	16324.0	f3e679f3b0a396d82565ad3b24f3df6cc445f3c336a1e7be5d00abdbd9919e79	198c4ae7b0efcdd2019064172bd65e80eb4e570925d03396c4f61af0bdda7fac
train_clean	train	local_test_images_20260707	local_test_images_20260707_0002.jpg	local_test_images_20260707_0002.txt	6	2	17	0	1	24	248.0	645.0	116.0	107.0	8884.0	5947a860b0b3c04bec69657b9955bbbee95724d7d052132a5cada6fe8ea30d02	ee6bdacb2a2ebd9000ef64952e893b58b0f6d2c3594d8636fb452831422cbee7
train_clean	train	local_test_images_20260707	local_test_images_20260707_0002.jpg	local_test_images_20260707_0002.txt	7	2	18	0	1	45	349.0	632.0	111.0	132.0	8946.0	20fb375de63cf85a0e7868a1850f64ab69193a660ab27755dc49e0ea8174fca4	b3e7f0b023e422a28de42094d976cfff84fcdf29176f51491f23671e66f24058
train_clean	train	local_test_images_20260707	local_test_images_20260707_0002.jpg	local_test_images_20260707_0002.txt	8	2	19	0	1	27	418.0	554.0	142.0	137.0	12958.0	4701ed4fc6fd9a271785c45ba308e5a731bd550a102b01c8a6b2796b7d978e46	4aae2fba108c466276b0e9f2a1764ad663552fc02ea238611e1ed979672b1752
train_clean	train	local_test_images_20260707	local_test_images_20260707_0002.jpg	local_test_images_20260707_0002.txt	9	2	20	0	1	7	411.0	605.0	18.0	30.0	302.0	cc7f4b0576cc0cee4a14d7399b3a3fe821a2c8fb753a7be944e6a9ae38933f49	e425bb170ca528cb65d20f8b50068162bc8141e409f7ba5b7d9580cfc06705fa
train_clean	train	local_test_images_20260707	local_test_images_20260707_0003.jpg	local_test_images_20260707_0003.txt	1	3	21	0	1	55	643.0	562.0	199.0	221.0	30001.0	2b86fddd8384d91ce698d3f6b06a06f9885721f8ff621d1fb687804362c1d3bc	f2ac6d491f7c6c45bd44258d3ca5e9ca5355671653f7724b325d5da732702a65
train_clean	train	local_test_images_20260707	local_test_images_20260707_0003.jpg	local_test_images_20260707_0003.txt	2	3	22	0	1	50	541.0	783.0	253.0	185.0	32235.0	18b5df3eba05e7271cbcccd4abc6c19f081cf74c38cec392a16852f899656ddb	804c3a865cac90668043a34182ae913bc91596e64101a9589e704925e37fc89e
train_clean	train	local_test_images_20260707	local_test_images_20260707_0003.jpg	local_test_images_20260707_0003.txt	3	3	23	0	1	49	551.0	985.0	235.0	194.0	31804.0	ff93aaa62d086ac8aee9837c068274bd72285b6099f4af0eb9f07b8865606afc	08d4fb96f598f2572b6c190b393dfadaf210778d47722609cf4b422a1d0c5cad
train_clean	train	local_test_images_20260707	local_test_images_20260707_0003.jpg	local_test_images_20260707_0003.txt	4	3	24	0	1	46	370.0	555.0	178.0	190.0	19971.0	d95e81195603929a20fdec8af925cb56b64e27dbf7cb98253e8d1d016946d55e	a132ea37cafb8fb4f9c0a7be4572bd24f826c1d1cf56374ae27f8a69286902d9
train_clean	train	local_test_images_20260707	local_test_images_20260707_0003.jpg	local_test_images_20260707_0003.txt	5	3	25	0	1	60	514.0	559.0	172.0	173.0	21807.0	8d7c723a88866e15bd78918a8f2785f12337e57ca4015a609010128fbf550670	a4e3e822990179242119efff471287fa64135dcb627eb144f20399eee5812850
train_clean	train	local_test_images_20260707	local_test_images_20260707_0003.jpg	local_test_images_20260707_0003.txt	6	3	26	0	1	61	672.0	579.0	43.0	34.0	915.0	e7404214bda57b2a220b29c79bd10b5a944ad41d4dfc606b1c8d99a9ad3d859b	6ea52ad861389102cc15c9f8c619fa0c62f3e5f0e370d46f6562889f47d48f76
train_clean	train	local_test_images_20260707	local_test_images_20260707_0003.jpg	local_test_images_20260707_0003.txt	7	3	27	0	1	23	642.0	909.0	136.0	78.0	4827.0	9f9529f49636f42780bb53f5e3ac0b48c1734e818ef42f02d7da905e754b1b61	3708722fd7a45637e0512a26e6d5692e11b6bb2d67fa4fff4a13836fed793a32
train_clean	train	local_test_images_20260707	local_test_images_20260707_0003.jpg	local_test_images_20260707_0003.txt	8	3	28	0	1	19	686.0	942.0	100.0	82.0	3769.0	739c8e7ad383f1daa1a4025fb6a1be6391fb3cba2fac8e70e6141591dcc6aa24	279ab7c4edac56238aaab98ca1d588df956938d8f23f6dc524c90a27971f73f4
train_clean	train	local_test_images_20260707	local_test_images_20260707_0003.jpg	local_test_images_20260707_0003.txt	9	3	29	0	1	34	494.0	969.0	158.0	200.0	12231.0	b9ffb956d8ce72a23839932c30ded4960df204f489b6e5b2557acb031285dbb3	ca83797fb672d60d1bbaadd3e616629b018ea4f8c3def1b1ee532f58f67307a0
train_clean	train	local_test_images_20260707	local_test_images_20260707_0003.jpg	local_test_images_20260707_0003.txt	10	3	30	0	1	51	397.0	711.0	163.0	172.0	20976.0	db110bdbd8f71583cbc7c9a4cd92b4f941afb0221904d7aa9147f3300e6a38c3	a04bf25a1e06d1a809135b2bd231fc43c08048c7f94172b20ae13664a73e2d73
train_clean	train	local_test_images_20260707	local_test_images_20260707_0003.jpg	local_test_images_20260707_0003.txt	11	3	31	0	1	15	373.0	782.0	28.0	58.0	1051.0	15a4cd22048fb18d6dafbade1361d7167fdef8c93b740f37e09dae077bc501c4	f1f9d05482a42d3bfd1768c941fdf9c4d42187bb485eb1f977b0f88d740cb9d8
train_clean	train	local_test_images_20260707	local_test_images_20260707_0003.jpg	local_test_images_20260707_0003.txt	12	3	32	0	1	24	584.0	736.0	98.0	74.0	4115.0	8d1aef625854d2896ffea15ae518fc5853b90ad2129262681b51d03aed88a891	d1239d167da75fd7603c30cd1440cc332fbe13af147f0730632febee2d9b8ad3
train_clean	train	local_test_images_20260707	local_test_images_20260707_0004.jpg	local_test_images_20260707_0004.txt	1	4	33	0	1	55	601.0	880.0	254.0	237.0	39568.0	4839c63672cc3c1af6751b957173fbfaff5c3e1eacbdcdd980a645a576429748	6d3eb5832ddc232d23b6bee863d8cb089d9f04ab9a84c32de6e5e89a69484dc4
train_clean	train	local_test_images_20260707	local_test_images_20260707_0004.jpg	local_test_images_20260707_0004.txt	2	4	34	0	1	67	566.0	996.0	228.0	188.0	21072.0	ae13db346e9e5ebe867bf358d8bd717f7a966a1ca3b7bb2e21237be7a35c6a66	f523b9082d3c6faedaa0c6a34abd77d6db219d5de794e229f93ba42564f9aaa7
train_clean	train	local_test_images_20260707	local_test_images_20260707_0004.jpg	local_test_images_20260707_0004.txt	3	4	35	0	1	60	550.0	775.0	208.0	187.0	20346.0	950e1973556baf756eb47bfffb13314f0b06282b51cbed73b20a16ed06ea44f8	a0c4bafca554ff7c798754ece1e8362998e36adfc2a0cee36409d5ca61b69955
train_clean	train	local_test_images_20260707	local_test_images_20260707_0004.jpg	local_test_images_20260707_0004.txt	4	4	36	0	1	44	373.0	851.0	138.0	220.0	23697.0	e26295bf162cca9bc179f85828a557a227160652a2181294fce29b8bc49699b7	f44a24ffaca7432a09a4be8846b690d46e49b10531e2bdfd6618520dd94fe7c2
train_clean	train	local_test_images_20260707	local_test_images_20260707_0004.jpg	local_test_images_20260707_0004.txt	5	4	37	0	1	29	510.0	975.0	149.0	193.0	11433.0	37445011345e138d3df9bb1b48821930cae6b3c054206a797ccca523a122b716	1ba427fc490dfbe5e16b38bc08be46055fc39addfe2f81c5c1b9c01a78c6a1a5
train_clean	train	local_test_images_20260707	local_test_images_20260707_0004.jpg	local_test_images_20260707_0004.txt	6	4	38	0	1	32	413.0	690.0	162.0	172.0	20952.0	270f0fa23842956ca3e872c942dc7745d397b1a7a094fdf0002564b6bc67d614	0e60f3784ca1e062d040d103852f48f901fafdcd8b96051e9b85630bd949a522
train_clean	train	local_test_images_20260707	local_test_images_20260707_0004.jpg	local_test_images_20260707_0004.txt	7	4	39	0	1	39	582.0	699.0	194.0	131.0	11225.0	cf62581d942ce10cd5bd90c99b89484adb77f2b2a7b398b6df69b65fdf8530f2	fd71c0fe167dd8483bf0f2bea2366a3b0a997c30cd04b42dd461fca9508751db
train_clean	train	local_test_images_20260707	local_test_images_20260707_0004.jpg	local_test_images_20260707_0004.txt	8	4	40	0	1	14	751.0	789.0	29.0	47.0	817.0	22ae2d6d986302216b881ad3d6cd1d642bcf8df6265c25aa12a329cc9646b7db	79ad74756b2eb5cfed5478c98da55b49eaa46ba52eb03ce5993d9e3237aaa548
train_clean	train	local_test_images_20260707	local_test_images_20260707_0004.jpg	local_test_images_20260707_0004.txt	9	4	41	0	1	35	493.0	542.0	170.0	169.0	20895.0	4d9b25a5cc9ad78ffb2d6f7af7f67a6ef15f5cfb806dcc48a5ffb25bf8db73a1	ad183455893da024c06964d5a8c454cd7e26d8031435fcc16ad88505074cef79
train_clean	train	local_test_images_20260707	local_test_images_20260707_0004.jpg	local_test_images_20260707_0004.txt	10	4	42	0	1	46	655.0	576.0	130.0	127.0	12693.0	1361344a6db6cc46baf3e5ef67acc8bcefb4df1597cd1afa97dc87fe087f270d	10985be1e2ac82d427ec05d5f305af2ce2fe0364ac5dbcca9f01a8f6aa0f4b2e
train_clean	train	local_test_images_20260707	local_test_images_20260707_0005.jpg	local_test_images_20260707_0005.txt	1	5	43	0	1	55	438.0	764.0	166.0	220.0	24802.0	a149e873be16983dce7cfdef3601e0fa118cdaa34d1da4a1c60991763c64cd00	97e4f6f510a666de6ff8ca28f693b4e1cc9c05a54b8615186aa19c4d61d65db7
train_clean	train	local_test_images_20260707	local_test_images_20260707_0005.jpg	local_test_images_20260707_0005.txt	2	5	44	0	1	67	605.0	828.0	209.0	192.0	25902.0	d9a5b91a200b138c578129886ec4438b9b077d37bbea449755f98bd78eaf87a5	967689138e10c1993ab442132f85879ea9da11e2a84fa274acf8b7980769ca01
train_clean	train	local_test_images_20260707	local_test_images_20260707_0005.jpg	local_test_images_20260707_0005.txt	3	5	45	0	1	56	610.0	979.0	205.0	201.0	28349.0	1d782f7478b0f1507470cf7ea95d137fd2d8a25d34ffc470717af01ede48d027	5fa9790b430661e94271bf869c1489569f1747cd9156404c19b27a2c1819ba96
train_clean	train	local_test_images_20260707	local_test_images_20260707_0005.jpg	local_test_images_20260707_0005.txt	4	5	46	0	1	56	530.0	953.0	121.0	186.0	13105.0	446fb0c773e0517d19fb59ec18893ed5bf41f0dd6d6ae3b858f236394f3af4c6	7134d0609db259fe9b1b8a7724b330054fe6f4fe2ada3ff8f819e9dc9a646463
train_clean	train	local_test_images_20260707	local_test_images_20260707_0005.jpg	local_test_images_20260707_0005.txt	5	5	47	0	1	40	398.0	824.0	124.0	213.0	14976.0	7df960b0b12f389ab45e79cdcb90f2983df5cd934e37fd0afb47a39a4181204c	7548d682efe35fb87dc67048064c86defd17a7379bad7ab5195471cb8e895f66
train_clean	train	local_test_images_20260707	local_test_images_20260707_0005.jpg	local_test_images_20260707_0005.txt	6	5	48	0	1	64	579.0	505.0	183.0	184.0	25971.0	f69a65ab5befc335aa1044869509cd0817facb098b63c25fb97512717552d086	74a03b3c44914e6f1a0f6fee45979128f91c96f3cd5909c022ee22b860b13ec0
train_clean	train	local_test_images_20260707	local_test_images_20260707_0005.jpg	local_test_images_20260707_0005.txt	7	5	49	0	1	46	519.0	666.0	203.0	199.0	24977.0	e139df8dc65af5c8b0800612eeeb99bd14215d0457ccb1636e69ae65007ef8b3	02c6a4b69be500269071fb6f58848900bce13afac5b4978acf313af3fa4ba170
train_clean	train	local_test_images_20260707	local_test_images_20260707_0005.jpg	local_test_images_20260707_0005.txt	8	5	50	0	1	91	410.0	754.0	52.0	67.0	2249.0	8a55d7a21e2d7c65860df9bf52f8e0e06770ca0c909664276ce0fca7c88cf557	1e082ec83aac9bcbc1ec7233587d5175fe5cc241036b3ed8baeda566c886f405
train_clean	train	local_test_images_20260707	local_test_images_20260707_0005.jpg	local_test_images_20260707_0005.txt	9	5	51	0	1	57	410.0	538.0	169.0	166.0	22099.0	d0453b748e45b3a475e9af9b76b6d22f964df7ab71e52a32a27a2c9ccdc96f9a	0f01cebd9b2f57a86a233e589959a62f6e9ded5464b74c5b47de843bb9b76794
train_clean	train	local_test_images_20260707	local_test_images_20260707_0005.jpg	local_test_images_20260707_0005.txt	10	5	52	0	1	88	694.0	812.0	92.0	82.0	3625.0	08dac7d9e727a7b9d7e08e2933fd70b17468667aef776f4f3112f19a2cfd9054	791774611f1e04a446107fa6336e7e092555e6afb1c72a15792a150c28aa0b94
train_clean	train	local_test_images_20260707	local_test_images_20260707_0005.jpg	local_test_images_20260707_0005.txt	11	5	53	0	1	30	735.0	595.0	51.0	76.0	1635.0	72b59b1e1b94300963a02dbce8db4a9009f883b028a9fb42d469ff1adb3df4a0	2767927e9d4944c8388d6e6784bb8834a6ea8d9ef6e7a496b3e1224a91e01e01
train_clean	train	local_test_images_20260707	local_test_images_20260707_0006.jpg	local_test_images_20260707_0006.txt	1	6	54	0	1	59	373.0	400.0	164.0	166.0	18838.0	954b740dd6a95c067d3bec052fe940ea3169b5dc65ed78071708c2e682b3cdab	d8b11dd40d52099679cc3229ea7f88861ce348e23db6ff60163c205ce52e31f3
train_clean	train	local_test_images_20260707	local_test_images_20260707_0006.jpg	local_test_images_20260707_0006.txt	2	6	55	0	1	70	490.0	421.0	118.0	143.0	10030.0	5631f2d9558ce52cfbc642e8f4560fd2296c04b359962f90b46905583d1861fb	f937b0f39ffff6eeaf534dd8e640418f5e8ef8e361ad7ff1b28fd1dd92a5366a
train_clean	train	local_test_images_20260707	local_test_images_20260707_0006.jpg	local_test_images_20260707_0006.txt	3	6	56	0	1	59	405.0	561.0	192.0	107.0	16383.0	b7347fb0517ddb4428ebbd0531cc9b1ee41d832d6a4cfedb9bdbbdc5a2ff2488	b758fab447a3d62b104ae21eee747dc6aec730a82cb2b8ed00ae837075143f04
train_clean	train	local_test_images_20260707	local_test_images_20260707_0006.jpg	local_test_images_20260707_0006.txt	4	6	57	0	1	58	384.0	651.0	112.0	185.0	16715.0	a4ee541b92285404e5f6f2edd987f71982b65c28c32d99e6c517b2feddd31df3	bd732714061daefce69d31c1882846f5e9271ecec52cb657c4fa3972b8df9b82
train_clean	train	local_test_images_20260707	local_test_images_20260707_0006.jpg	local_test_images_20260707_0006.txt	5	6	58	0	1	47	315.0	832.0	188.0	170.0	21762.0	012f56d336decb906ed4277987b11f04b8f4f3b2b4e9a126d6ea9ccadb99c8c8	e65278a22f41c9265e9ca19201454898cbb57fd6c1dfed5458a5df1e9de193b7
train_clean	train	local_test_images_20260707	local_test_images_20260707_0006.jpg	local_test_images_20260707_0006.txt	6	6	59	0	1	77	484.0	793.0	133.0	140.0	14550.0	95d4dd3f58df8a15e6f1e2250514693496662e677ac6b30bd8ee19b2ccef18a7	fd0f0592509ae9e065fd1bade11bb7bb91d91d0b423f9f76de212056c5364a2b
train_clean	train	local_test_images_20260707	local_test_images_20260707_0006.jpg	local_test_images_20260707_0006.txt	7	6	60	0	1	88	594.0	776.0	128.0	134.0	12303.0	cde2d38cedf8afd33c65bd7d12cf3305db0bb8bb008ab602322b9913258d0d13	64b3614b5bf4692ce51c3b806093afe76ce40c4b3fb45621152dc11f852fb8d6
train_clean	train	local_test_images_20260707	local_test_images_20260707_0006.jpg	local_test_images_20260707_0006.txt	8	6	61	0	1	81	494.0	654.0	157.0	149.0	18377.0	034540fc2aca67ba39a0cc22fcbbc562b43b111ad9eb0c0b0adacb2d4084abf5	92b015e92d200bcb98fb84d58377ae5a283623ca1d6edc698dbeb31c1d0001f5
train_clean	train	local_test_images_20260707	local_test_images_20260707_0006.jpg	local_test_images_20260707_0006.txt	9	6	62	0	1	25	657.0	676.0	55.0	46.0	1623.0	845e9eb13740a021a4fb80903aa20e53d2ea4278e954159ade79c1cec6be8020	61bc9e8b0bbdb2a06ec94978206855ed8c8797424585ad2a32907a7e9a21bf74
train_clean	train	local_test_images_20260707	local_test_images_20260707_0008.jpg	local_test_images_20260707_0008.txt	1	7	63	0	1	34	669.0	703.0	238.0	131.0	25719.0	c6db9e2e1adae16c52ad2db609de997fd9f283636451df368d38c5ed7a67344a	a3c49876b0034bae87d62fad9e529a35eac36fc8c7ea11621a95f27d3681adca
train_clean	train	local_test_images_20260707	local_test_images_20260707_0008.jpg	local_test_images_20260707_0008.txt	2	7	64	0	1	54	890.0	630.0	219.0	173.0	22810.0	5a01c074e923987b70f9171a2232998a3f369cad77aeed263bc47a299a2bb095	13ddcadab922b511b6ae6c96d06c18f5ba41f15fe19eb6d4240ffb3ea8a26f2a
train_clean	train	local_test_images_20260707	local_test_images_20260707_0008.jpg	local_test_images_20260707_0008.txt	3	7	65	0	1	68	857.0	693.0	167.0	124.0	6320.0	7dac96824c627a099a5a5f45fe55ba2fc49cb4971f72827763480bfbface7ff8	755d9a429e287541db1d38784787e5f1f1d2953cf241655b8ecacfc3c1acc998
train_clean	train	local_test_images_20260707	local_test_images_20260707_0008.jpg	local_test_images_20260707_0008.txt	4	7	66	0	1	49	1048.0	510.0	147.0	255.0	30760.0	96e32bede879b428816c777f8322b8bf2dcfa9b7371c40b0495c24a373e80e7d	e3edc9e47f1a1101649e5b5930872643e9ae7a4e4f17b3de9f3c0ee1bf9830ca
train_clean	train	local_test_images_20260707	local_test_images_20260707_0008.jpg	local_test_images_20260707_0008.txt	5	7	67	0	1	65	971.0	478.0	123.0	184.0	12011.0	5f790ebff2994d7a694fac095e7540991ac6197d2f24a4f506a6a1261b9bb648	1379626bae91ff3dfa386a4a8e88c80ed5acc971d3edce7ed0fa623df05f9ff8
train_clean	train	local_test_images_20260707	local_test_images_20260707_0008.jpg	local_test_images_20260707_0008.txt	6	7	68	0	1	59	687.0	511.0	185.0	194.0	26732.0	82ff68228cbffc36be4d7f0e01ff0f3d0611bc3fb5546a267af882b396264f1b	bb0001df76b90bb33bdf7ab64954ea63a42a2789898849c42c6814e876c04995
train_clean	train	local_test_images_20260707	local_test_images_20260707_0008.jpg	local_test_images_20260707_0008.txt	7	7	69	0	1	26	592.0	446.0	138.0	137.0	14075.0	3a1a8ecf58bd05e6af8b27c8a7cd9d9ae1173ad312a99af3c38c8b0760cbd2f8	0c786fd7041f249cccb8df93cb372bb2671b538934ed81323e3830aaa221ba2e
train_clean	train	local_test_images_20260707	local_test_images_20260707_0008.jpg	local_test_images_20260707_0008.txt	8	7	70	0	1	35	543.0	648.0	157.0	163.0	17360.0	de90879177eb080814d8ac12b66fc2bfe458261b7a9da084ee17decce9e07015	360a93b2c22ba779fba8e29b88d920320496c4ce6f345df51a8c776e9ec776d4
train_clean	train	local_test_images_20260707	local_test_images_20260707_0008.jpg	local_test_images_20260707_0008.txt	9	7	71	0	1	12	652.0	761.0	14.0	28.0	312.0	83fe91e6de503a19382a2fb7531a67a65c07417ad43c7b2927bb394804f6d204	a8619b145bb015cbecb9270642fa6079b06e620b580859f9c77408243188a502
train_clean	train	local_test_images_20260707	local_test_images_20260707_0008.jpg	local_test_images_20260707_0008.txt	10	7	72	0	1	25	959.0	449.0	52.0	45.0	1380.0	eaff5f525357738dfc1e258b4c969e2d451f2c41c186c22186d889e3d381de01	6cb8f1aae5d7082c996f1e8ac96527d8fb73bbc958599f2a3971da0d231ed9ab
train_clean	train	local_test_images_20260707	local_test_images_20260707_0008.jpg	local_test_images_20260707_0008.txt	11	7	73	0	1	65	823.0	476.0	125.0	152.0	8467.0	ebd7635d5a0ffa1bcd629e54c74c5baa15deeb01be88e652b56b916a5006b428	766a3d649df8fcc8b520a968bb361bb5d1fa718d3bf5c13cfe25dfa0e4cde0ad
train_clean	train	local_test_images_20260707	local_test_images_20260707_0008.jpg	local_test_images_20260707_0008.txt	12	7	74	0	1	14	895.0	469.0	28.0	36.0	521.0	b3064b3aeda3ff99e578d0e70192e9ca5a5000fdc9c2a84569404228529c4ce8	9348acfd1e6545de2dc1859c9ae24fd42f0e61ee2cefa7254921543444953dce
train_clean	train	local_test_images_20260707	local_test_images_20260707_0008.jpg	local_test_images_20260707_0008.txt	13	7	75	0	1	82	906.0	472.0	89.0	124.0	2544.0	f3ff00f58b472cfadd699d2f0a6865ee737fa5a9cd04cb0ad377961ab7428a4c	1f7c5afdc9ca3eca69c7d81ae8703390edf9957a399a46b9d2b5d663f045ea49
train_clean	train	local_test_images_20260707	local_test_images_20260707_0009.jpg	local_test_images_20260707_0009.txt	1	8	76	0	1	70	608.0	419.0	190.0	180.0	26553.0	40e1636394b7e436f192e570def085d88d784e79fa8f8e9a686ca8700e9bc095	02af6a03ea1ca341c39c9126769f696ac8942c9c11bc650adde5186a0841e3e0
train_clean	train	local_test_images_20260707	local_test_images_20260707_0009.jpg	local_test_images_20260707_0009.txt	2	8	77	0	1	51	703.0	527.0	175.0	207.0	23724.0	c74e217078a97cc7aef28639e522ab282fc78e13a45b5ea8a1a441b1b02f8fa6	3032c80fc2b761392cd5ab29130de92f6edcea1d0799745534231e7071781ddb
train_clean	train	local_test_images_20260707	local_test_images_20260707_0009.jpg	local_test_images_20260707_0009.txt	3	8	78	0	1	94	796.0	769.0	67.0	69.0	3520.0	63a73bb9d9ed68fba55327594dcdb386d6dac6ebecea03d0897f0391982d2a8d	b47146b314e9592812b0be1c31664dd05fc8c05a9e89b7aba694996f86940e49
train_clean	train	local_test_images_20260707	local_test_images_20260707_0009.jpg	local_test_images_20260707_0009.txt	4	8	79	0	1	44	1076.0	526.0	152.0	264.0	33324.0	1748204cfe7804a99dcf7303c3704e4e2ebe2df0df872b2620ec866e37a4fb10	66fadb53df2fe625bdd15aa0bf69393d49eba6f7b56aaa41cb64b72590660ea3
train_clean	train	local_test_images_20260707	local_test_images_20260707_0009.jpg	local_test_images_20260707_0009.txt	5	8	80	0	1	45	992.0	498.0	134.0	190.0	13612.0	0b4d52167e729501df0a2e3b77a2a466a6e902c8c42c22f3aa659cdc0b0b9f98	8c297b1045dc27af54c102dfbcf24f77a0c26d1d28ced16627e3638e3a07ecfc
train_clean	train	local_test_images_20260707	local_test_images_20260707_0009.jpg	local_test_images_20260707_0009.txt	6	8	81	0	1	38	915.0	658.0	230.0	173.0	23370.0	1c83581a5d1f0451bc40d32043dbd6c00849d080cb8a29908de08c9a40023ac0	f73243358169f34cd1412ff02e4deaa1fd3b8c8b17218f74a915e7968f3a7074
