image	instances	min_area	small_instances	tiny_instances	edge_instances	repeat	reasons
D:/MelonDataset/watermelon_seg/images/train/my_labelme_color_000035.png	13	0.00015196	10	6	0	5	dense_instances>=8,small_instances>=3,tiny_instances>=1
D:/MelonDataset/watermelon_seg/images/train/my_labelme_color_000038.png	13	0.00023604	11	5	0	5	dense_instances>=8,small_instances>=3,tiny_instances>=1
D:/MelonDataset/watermelon_seg/images/train/my_labelme_color_000039.png	12	0.00020608	8	5	0	5	dense_instances>=8,small_instances>=3,tiny_instances>=1
D:/MelonDataset/watermelon_seg/images/train/my_labelme_color_000044.png	15	0.00009494	12	6	0	5	dense_instances>=8,small_instances>=3,tiny_instances>=1
D:/MelonDataset/watermelon_seg/images/train/my_labelme_color_000048.png	9	0.00211558	7	0	0	5	dense_instances>=8,small_instances>=3
D:/MelonDataset/watermelon_seg/images/train/my_labelme_color_000049.png	8	0.00109347	5	0	0	5	dense_instances>=8,small_instances>=3
D:/MelonDataset/watermelon_seg/images/train/my_labelme_color_000051.png	10	0.00005064	8	3	0	5	dense_instances>=8,small_instances>=3,tiny_instances>=1
D:/MelonDataset/watermelon_seg/images/train/my_labelme_color_000053.png	9	0.00022063	7	2	0	5	dense_instances>=8,small_instances>=3,tiny_instances>=1
D:/MelonDataset/watermelon_seg/images/train/my_labelme_color_000054.png	10	0.00062147	7	1	0	5	dense_instances>=8,small_instances>=3,tiny_instances>=1
D:/MelonDataset/watermelon_seg/images/train/my_labelme_color_000055.png	12	0.00010383	9	2	0	5	dense_instances>=8,small_instances>=3,tiny_instances>=1
D:/MelonDataset/watermelon_seg/images/train/my_labelme_color_000056.png	13	0.00005959	10	4	0	5	dense_instances>=8,small_instances>=3,tiny_instances>=1
D:/MelonDataset/watermelon_seg/images/train/my_labelme_color_000057.png	13	0.00005737	10	4	0	5	dense_instances>=8,small_instances>=3,tiny_instances>=1
D:/MelonDataset/watermelon_seg/images/train/my_labelme_color_000058.png	11	0.00010418	8	2	0	5	dense_instances>=8,small_instances>=3,tiny_instances>=1
D:/MelonDataset/watermelon_seg/images/train/my_labelme_color_000059.png	11	0.00006723	9	1	0	5	dense_instances>=8,small_instances>=3,tiny_instances>=1
D:/MelonDataset/watermelon_seg/images/train/my_labelme_color_000060.png	13	0.00006490	9	4	0	5	dense_instances>=8,small_instances>=3,tiny_instances>=1
D:/MelonDataset/watermelon_seg/images/train/my_labelme_color_000064.png	9	0.00179801	5	0	0	5	dense_instances>=8,small_instances>=3
D:/MelonDataset/watermelon_seg/images/train/my_labelme_color_000067.png	11	0.00003840	8	3	0	5	dense_instances>=8,small_instances>=3,tiny_instances>=1
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_100_jpg.rf.7ba4408734835163cffc263e485a34fc.jpg	1	0.40187381	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_100_jpg.rf.a9b8f5ea358e7091996b75a38e3eae49.jpg	1	0.40187381	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_108_jpg.rf.51d22f7b68106c2874f81f6d601b2e82.jpg	1	0.33016517	0	0	1	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_108_jpg.rf.6bdf4ec338c7927e264e5edc5560acec.jpg	1	0.33016517	0	0	1	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_116_jpg.rf.c6a769705e749646bf3bebf88a9a0e09.jpg	1	0.32134542	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_118_jpg.rf.2ab1a59ccfa374697ff4683a8a7b9b27.jpg	1	0.16834304	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_118_jpg.rf.529c0550299427dc934a6379778b963c.jpg	1	0.16834304	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_119_jpg.rf.7af0e6530d2ec5a258fe31770612a7f9.jpg	1	0.29148414	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_121_jpg.rf.b6b7a746cd3771e7f7a607ec16997edd.jpg	2	0.14678266	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_127_jpg.rf.622bcfc16e4d15b4f3b64207182996c5.jpg	2	0.08035501	0	0	1	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_127_jpg.rf.8fee911f3d6254a0809ddba4359de092.jpg	2	0.08035501	0	0	1	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_136_jpg.rf.2fd1d3fa57e17ddc58b2cb0da14eeb0e.jpg	1	0.05559592	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_136_jpg.rf.b1fabeb5f384848e79cb20c77d5ddf63.jpg	1	0.05559592	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_136_jpg.rf.fb2933e8e7bbe1ccc9970c46d0075aa3.jpg	1	0.05559592	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_137_jpg.rf.620c81a7e016943b86a4c039c9baf91b.jpg	1	0.42114829	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_137_jpg.rf.e7ed4d919c58c117dea961e060e61e96.jpg	1	0.42114829	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_139_jpg.rf.91fbd649c608ba9b318bdf895263be97.jpg	1	0.20294080	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_145_jpg.rf.3c627c3f169ae98b080d588bbd0cccf2.jpg	1	0.15055172	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_145_jpg.rf.6765900d5306683d3c6c5fd01278efdc.jpg	1	0.15055172	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_145_jpg.rf.70c1051a256ae9316b0e47cfe19a7e28.jpg	1	0.15055172	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_154_jpg.rf.061028fde096052bfc715b4a3f4ee739.jpg	1	0.12859412	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_157_jpg.rf.a0aa13ef64a3615008c376f9513def17.jpg	1	0.23650998	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_157_jpg.rf.e4b28f860100e1312d6b2c13744c86ea.jpg	1	0.23650998	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_158_jpg.rf.1d133ec0fb57b236d036fdd31a98314e.jpg	1	0.20852090	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_162_jpg.rf.0937f1501e60988840d9d27abc381e6c.jpg	1	0.26039718	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_162_jpg.rf.d5f1cc92d31e44e83ca4c5a412103b78.jpg	1	0.26039718	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_164_jpg.rf.9a5b54601617698f6ee46e39a8ad4af7.jpg	1	0.06466320	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_165_jpg.rf.04fa8f509fe0a6d588077645b4c979be.jpg	1	0.03729257	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_165_jpg.rf.481dbd3e33ba7f3eac83db3a1e6313d5.jpg	1	0.03729257	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_165_jpg.rf.8f16844591050283077fa3e433f66838.jpg	1	0.03729257	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_167_jpg.rf.19d3e9f777cbcd02263bfc3fa200916b.jpg	1	0.11465330	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_168_jpg.rf.01888e227526f72971462297ddb1c750.jpg	1	0.15024851	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_168_jpg.rf.39306d7d176a3ce1b7c87f56f4e8a28d.jpg	1	0.15024851	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_168_jpg.rf.9d87ddc1a4d8a51929316d6397d4da36.jpg	1	0.15024851	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_169_jpg.rf.1c6ef8a41ce5193901d9867d8a150062.jpg	2	0.06492033	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_169_jpg.rf.513794fe995c292f3fbb20e9e559c53f.jpg	2	0.06492033	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_169_jpg.rf.cfaf33c87645ab95160ce390722af6da.jpg	2	0.06492033	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_170_jpg.rf.d726b116045f93e1b9cf3cba4595d163.jpg	1	0.17509104	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_171_jpg.rf.c9f1b4d4b610c7fe46702a930608892c.jpg	1	0.16009544	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_172_jpg.rf.d610ffeec1cc56452dca0085e143cde3.jpg	1	0.16464810	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_172_jpg.rf.e51559ec94ec78b7bc3129257d65560c.jpg	1	0.16464810	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_174_jpg.rf.a54ebd3a5839b0beed895b943d578a2d.jpg	3	0.00841578	0	0	1	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_175_jpg.rf.ae9af188f2c283adb21924ad2ad121f0.jpg	1	0.14949011	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_177_jpg.rf.b53a89e61dd1cc59e727d9bdbd832539.jpg	1	0.19518248	0	0	1	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_177_jpg.rf.b7c53909b199aae1fe3aa26b1ed3f66c.jpg	1	0.19518248	0	0	1	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_182_jpg.rf.fb7f9134e928d22d7d854054c0721c46.jpg	1	0.35702498	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_183_jpg.rf.4c3a679ea6e2c464b4dfe8ca9911caeb.jpg	1	0.41534240	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_183_jpg.rf.79def08c1923831d561858cf2a0d0f3f.jpg	1	0.41534240	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_183_jpg.rf.a67271e95b255f123b841fecff29e828.jpg	1	0.41534240	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_184_jpg.rf.760be8afbb51ffe0f664c3752bed907c.jpg	1	0.09248826	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_185_jpg.rf.2e41762dd375f2705233d3b85aafdda3.jpg	1	0.08171535	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_185_jpg.rf.5b9585bcf742ee186bbeb0fa8c013d0a.jpg	1	0.08171535	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_185_jpg.rf.f6d4bc3d1eeb7806276318708679e068.jpg	1	0.08171535	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_187_jpg.rf.2282d3334e86fa129306f6b3fe790539.jpg	1	0.09854349	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_187_jpg.rf.4291e6fc3bbadc6a35806a9512741f27.jpg	1	0.09854349	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_196_jpg.rf.f2cbd056e0e6c2796b81e5637b105930.jpg	1	0.22425276	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_198_jpg.rf.4ea0ef38339f8e580707d86a09384887.jpg	1	0.58179659	0	0	1	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_198_jpg.rf.7f532117e05aa3688e63abd47cce890c.jpg	1	0.58179659	0	0	1	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_198_jpg.rf.b4f79bdac26a704ab9204dace09bf72c.jpg	1	0.58179659	0	0	1	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_203_jpg.rf.19fe653139b1c981be35b6e0cabf1d37.jpg	1	0.38149511	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_203_jpg.rf.a23cbbe7f73657d34599eda7a812eff9.jpg	1	0.38149511	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_205_jpg.rf.d8e04ad288f98807587a8eae847e3ded.jpg	1	0.28677733	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_209_jpg.rf.5d6b9bc0de55d3066b5dee9d29de907b.jpg	2	0.41131594	0	0	1	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_211_jpg.rf.345eb25809a1537287ac8348d461c93b.jpg	1	0.48206719	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_211_jpg.rf.35fdbfe55872c75211530ded80d0f980.jpg	1	0.48206719	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_211_jpg.rf.75e91e7dfa5916ab64cd077e8133e7ee.jpg	1	0.48206719	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_212_jpg.rf.51338b2185ebdfb40adc538d49835b27.jpg	1	0.35152281	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_214_jpg.rf.f7d5c9257431f46686bdb081298dd347.jpg	2	0.06696034	0	0	2	2	edge_instances>=2
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_215_jpg.rf.b06612e3f82a2ac408acbf7f585f17b3.jpg	1	0.42803045	0	0	1	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_215_jpg.rf.bef4049c601679431c4c9435dfd22b9e.jpg	1	0.42803045	0	0	1	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_216_jpg.rf.09b6e4a0c225259133775c9f2e1ab474.jpg	1	0.26800179	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_217_jpg.rf.5d05b3f8fdc7a38c6a611de3cca2ab9d.jpg	1	0.09065952	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_217_jpg.rf.a7c85463103b0820ff778fe4ec3cf8a4.jpg	1	0.09065952	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_218_jpg.rf.07a7c21eecd786e72ffcc2bead6eb0eb.jpg	4	0.02555737	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_218_jpg.rf.f2bd4548fd011648c9595234442b3d9b.jpg	4	0.02555737	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_21_jpg.rf.947b7681f6e2bba91f607d631c303ef2.jpg	2	0.07671071	0	0	2	2	edge_instances>=2
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_21_jpg.rf.963a251753b2af7113c47287e2c746bc.jpg	2	0.07671071	0	0	2	2	edge_instances>=2
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_21_jpg.rf.ea476f2d6aa8c90b9df0ae377a4ccb9d.jpg	2	0.07671071	0	0	2	2	edge_instances>=2
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_220_jpg.rf.0699d63e4e4246e13f14f931f0ff3701.jpg	1	0.03928785	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_220_jpg.rf.d4ae3ba1df19d69bb84ab1d969cad268.jpg	1	0.03928785	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_220_jpg.rf.d96dbc01c371431d50a15829087d8805.jpg	1	0.03928785	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_221_jpg.rf.6339745d5d5c298c984d45a581e9cdc2.jpg	1	0.16169047	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_221_jpg.rf.c02995a27e1c04d1ca4c879f06055c79.jpg	1	0.16169047	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_222_jpg.rf.15b734af1af11aa095fb08adc83cafc1.jpg	1	0.10249898	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_222_jpg.rf.7232ac038bc68b1b5c9d97059145e183.jpg	1	0.10249898	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_223_jpg.rf.e2f3ecf6fdccb0180c91358a5530de60.jpg	1	0.16018802	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_225_jpg.rf.2a11fbde92c1ec988f6a2625437b562e.jpg	1	0.08966204	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_225_jpg.rf.62f2eb0432e0615a3444796ebcd530b5.jpg	1	0.08966204	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_225_jpg.rf.8bef478ce3fc3ba3c1d76e47d1659656.jpg	1	0.08966204	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_226_jpg.rf.071bb548b4cbb258892218bf58c051ac.jpg	1	0.15172991	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_226_jpg.rf.7f5c91d532c83b1bcec09ffe1d8278be.jpg	1	0.15172991	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_226_jpg.rf.bf97ade3d2eaf1dec06af9f1503f5f06.jpg	1	0.15172991	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_227_jpg.rf.61078578d27ba112d4b1c35c553269ae.jpg	3	0.04990576	0	0	2	2	edge_instances>=2
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_229_jpg.rf.068fe78e8d0c8ef48fc5f92d20f118f1.jpg	1	0.08371333	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_232_jpg.rf.05b77c5bff9562f5fd34b076fee4c66c.jpg	1	0.11757713	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_232_jpg.rf.269a6d7f0df9e6fa8a597031ea3aac91.jpg	1	0.11757713	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_233_jpg.rf.0fb0d8ddfbef3143acf11a9bcff3bfbe.jpg	1	0.14852551	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_233_jpg.rf.0fcc48ffc18441a9691bcc7a2ea4d790.jpg	1	0.14852551	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_235_jpg.rf.4336c1ca60a9e03c8d65471308be0824.jpg	1	0.19818827	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_235_jpg.rf.74d17ae21510f27c8b196a724d0395cd.jpg	1	0.19818827	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_235_jpg.rf.7d110ab058fca80a166bb784b703b114.jpg	1	0.19818827	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_236_jpg.rf.0c79066f9b3a31c4fb79f541f1c870b9.jpg	1	0.15947447	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_236_jpg.rf.47a0e733480ee8ee3910529f382e0505.jpg	1	0.15947447	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_237_jpg.rf.20f2a58ade06d43ffadbe8f5d0df81c2.jpg	1	0.26777312	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_240_jpg.rf.56087491c8099ae2077699f559c960ff.jpg	1	0.30435923	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_242_jpg.rf.7669ce5050ba96e9a8021e346faa3d81.jpg	1	0.28719621	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_242_jpg.rf.c1f871e912778af832e1b2ea9d7078fa.jpg	1	0.28719621	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_24_jpg.rf.139ebe062363aa59942e22d43ec3aac1.jpg	1	0.28687322	0	0	1	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_24_jpg.rf.83a470a8409808a8c0a04b5fd7af0076.jpg	1	0.28687322	0	0	1	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_24_jpg.rf.de5f080bb7f3e7eea9fd3ec23d670d01.jpg	1	0.28687322	0	0	1	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_250_jpg.rf.85bda60ee16db8e4e366bf4932ae0fd4.jpg	1	0.03290741	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_258_jpg.rf.4dc05e7a2af03b3b74352eb94352888a.jpg	1	0.13418324	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_258_jpg.rf.b3f80cd7ada3ab0061cef8d91f34b35f.jpg	1	0.13418324	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_258_jpg.rf.e7b49e6c18d762bf45b00efd303defba.jpg	1	0.13418324	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_261_jpg.rf.03d6391694dceca1ef020ef6b402d94e.jpg	1	0.09058681	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_261_jpg.rf.47569d2dea91b4dfda8d2f6cc6a7ba8d.jpg	1	0.09058681	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_261_jpg.rf.cc56868f7ac99cf56a2275b59a769fda.jpg	1	0.09058681	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_263_jpg.rf.10acbd736f101369086eb2196cb8471d.jpg	1	0.57702758	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_263_jpg.rf.7cd3c6c1124f28a1ce6011c153913c16.jpg	1	0.57702758	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_263_jpg.rf.fab5170a2516368430e21afdd3616dda.jpg	1	0.57702758	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_265_jpg.rf.50657aaeb5a8d8aafa457ac0e92cd3b7.jpg	1	0.10236409	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_265_jpg.rf.81cf6b0c261e60d00e2fd9dd091edc09.jpg	1	0.10236409	0	0	0	1	base
