split	source	source_split	image	label	instances	source_image
train	my_labelme	manual	my_labelme_color_000021.png	my_labelme_color_000021.txt	10	raw\color_000021.png
train	my_labelme	manual	my_labelme_color_000022.png	my_labelme_color_000022.txt	13	raw\color_000022.png
train	my_labelme	manual	my_labelme_color_000023.png	my_labelme_color_000023.txt	11	raw\color_000023.png
train	my_labelme	manual	my_labelme_color_000024.png	my_labelme_color_000024.txt	9	raw\color_000024.png
train	my_labelme	manual	my_labelme_color_000025.png	my_labelme_color_000025.txt	9	raw\color_000025.png
train	my_labelme	manual	my_labelme_color_000032.png	my_labelme_color_000032.txt	11	raw\color_000032.png
train	my_labelme	manual	my_labelme_color_000033.png	my_labelme_color_000033.txt	10	raw\color_000033.png
train	my_labelme	manual	my_labelme_color_000035.png	my_labelme_color_000035.txt	13	raw\color_000035.png
train	my_labelme	manual	my_labelme_color_000038.png	my_labelme_color_000038.txt	13	raw\color_000038.png
train	my_labelme	manual	my_labelme_color_000039.png	my_labelme_color_000039.txt	12	raw\color_000039.png
train	my_labelme	manual	my_labelme_color_000044.png	my_labelme_color_000044.txt	15	raw\color_000044.png
train	my_labelme	manual	my_labelme_color_000048.png	my_labelme_color_000048.txt	9	raw\color_000048.png
train	my_labelme	manual	my_labelme_color_000049.png	my_labelme_color_000049.txt	8	raw\color_000049.png
train	my_labelme	manual	my_labelme_color_000051.png	my_labelme_color_000051.txt	10	raw\color_000051.png
train	my_labelme	manual	my_labelme_color_000053.png	my_labelme_color_000053.txt	9	raw\color_000053.png
train	my_labelme	manual	my_labelme_color_000054.png	my_labelme_color_000054.txt	10	raw\color_000054.png
train	my_labelme	manual	my_labelme_color_000055.png	my_labelme_color_000055.txt	12	raw\color_000055.png
train	my_labelme	manual	my_labelme_color_000056.png	my_labelme_color_000056.txt	13	raw\color_000056.png
train	my_labelme	manual	my_labelme_color_000057.png	my_labelme_color_000057.txt	13	raw\color_000057.png
train	my_labelme	manual	my_labelme_color_000058.png	my_labelme_color_000058.txt	11	raw\color_000058.png
train	my_labelme	manual	my_labelme_color_000059.png	my_labelme_color_000059.txt	11	raw\color_000059.png
train	my_labelme	manual	my_labelme_color_000060.png	my_labelme_color_000060.txt	13	raw\color_000060.png
train	my_labelme	manual	my_labelme_color_000064.png	my_labelme_color_000064.txt	9	raw\color_000064.png
train	my_labelme	manual	my_labelme_color_000067.png	my_labelme_color_000067.txt	11	raw\color_000067.png
train	roboflow_drago_v1	train	roboflow_drago_v1_100_jpg.rf.7ba4408734835163cffc263e485a34fc.jpg	roboflow_drago_v1_100_jpg.rf.7ba4408734835163cffc263e485a34fc.txt	1	Watermelon Detector.v1i.coco-segmentation\train\100_jpg.rf.7ba4408734835163cffc263e485a34fc.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_100_jpg.rf.a9b8f5ea358e7091996b75a38e3eae49.jpg	roboflow_drago_v1_100_jpg.rf.a9b8f5ea358e7091996b75a38e3eae49.txt	1	Watermelon Detector.v1i.coco-segmentation\train\100_jpg.rf.a9b8f5ea358e7091996b75a38e3eae49.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_108_jpg.rf.51d22f7b68106c2874f81f6d601b2e82.jpg	roboflow_drago_v1_108_jpg.rf.51d22f7b68106c2874f81f6d601b2e82.txt	1	Watermelon Detector.v1i.coco-segmentation\train\108_jpg.rf.51d22f7b68106c2874f81f6d601b2e82.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_108_jpg.rf.6bdf4ec338c7927e264e5edc5560acec.jpg	roboflow_drago_v1_108_jpg.rf.6bdf4ec338c7927e264e5edc5560acec.txt	1	Watermelon Detector.v1i.coco-segmentation\train\108_jpg.rf.6bdf4ec338c7927e264e5edc5560acec.jpg
train	roboflow_drago_v1	valid	roboflow_drago_v1_116_jpg.rf.c6a769705e749646bf3bebf88a9a0e09.jpg	roboflow_drago_v1_116_jpg.rf.c6a769705e749646bf3bebf88a9a0e09.txt	1	Watermelon Detector.v1i.coco-segmentation\valid\116_jpg.rf.c6a769705e749646bf3bebf88a9a0e09.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_118_jpg.rf.2ab1a59ccfa374697ff4683a8a7b9b27.jpg	roboflow_drago_v1_118_jpg.rf.2ab1a59ccfa374697ff4683a8a7b9b27.txt	1	Watermelon Detector.v1i.coco-segmentation\train\118_jpg.rf.2ab1a59ccfa374697ff4683a8a7b9b27.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_118_jpg.rf.529c0550299427dc934a6379778b963c.jpg	roboflow_drago_v1_118_jpg.rf.529c0550299427dc934a6379778b963c.txt	1	Watermelon Detector.v1i.coco-segmentation\train\118_jpg.rf.529c0550299427dc934a6379778b963c.jpg
train	roboflow_drago_v1	test	roboflow_drago_v1_119_jpg.rf.7af0e6530d2ec5a258fe31770612a7f9.jpg	roboflow_drago_v1_119_jpg.rf.7af0e6530d2ec5a258fe31770612a7f9.txt	1	Watermelon Detector.v1i.coco-segmentation\test\119_jpg.rf.7af0e6530d2ec5a258fe31770612a7f9.jpg
train	roboflow_drago_v1	valid	roboflow_drago_v1_121_jpg.rf.b6b7a746cd3771e7f7a607ec16997edd.jpg	roboflow_drago_v1_121_jpg.rf.b6b7a746cd3771e7f7a607ec16997edd.txt	2	Watermelon Detector.v1i.coco-segmentation\valid\121_jpg.rf.b6b7a746cd3771e7f7a607ec16997edd.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_127_jpg.rf.622bcfc16e4d15b4f3b64207182996c5.jpg	roboflow_drago_v1_127_jpg.rf.622bcfc16e4d15b4f3b64207182996c5.txt	2	Watermelon Detector.v1i.coco-segmentation\train\127_jpg.rf.622bcfc16e4d15b4f3b64207182996c5.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_127_jpg.rf.8fee911f3d6254a0809ddba4359de092.jpg	roboflow_drago_v1_127_jpg.rf.8fee911f3d6254a0809ddba4359de092.txt	2	Watermelon Detector.v1i.coco-segmentation\train\127_jpg.rf.8fee911f3d6254a0809ddba4359de092.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_136_jpg.rf.2fd1d3fa57e17ddc58b2cb0da14eeb0e.jpg	roboflow_drago_v1_136_jpg.rf.2fd1d3fa57e17ddc58b2cb0da14eeb0e.txt	1	Watermelon Detector.v1i.coco-segmentation\train\136_jpg.rf.2fd1d3fa57e17ddc58b2cb0da14eeb0e.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_136_jpg.rf.b1fabeb5f384848e79cb20c77d5ddf63.jpg	roboflow_drago_v1_136_jpg.rf.b1fabeb5f384848e79cb20c77d5ddf63.txt	1	Watermelon Detector.v1i.coco-segmentation\train\136_jpg.rf.b1fabeb5f384848e79cb20c77d5ddf63.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_136_jpg.rf.fb2933e8e7bbe1ccc9970c46d0075aa3.jpg	roboflow_drago_v1_136_jpg.rf.fb2933e8e7bbe1ccc9970c46d0075aa3.txt	1	Watermelon Detector.v1i.coco-segmentation\train\136_jpg.rf.fb2933e8e7bbe1ccc9970c46d0075aa3.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_137_jpg.rf.620c81a7e016943b86a4c039c9baf91b.jpg	roboflow_drago_v1_137_jpg.rf.620c81a7e016943b86a4c039c9baf91b.txt	1	Watermelon Detector.v1i.coco-segmentation\train\137_jpg.rf.620c81a7e016943b86a4c039c9baf91b.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_137_jpg.rf.e7ed4d919c58c117dea961e060e61e96.jpg	roboflow_drago_v1_137_jpg.rf.e7ed4d919c58c117dea961e060e61e96.txt	1	Watermelon Detector.v1i.coco-segmentation\train\137_jpg.rf.e7ed4d919c58c117dea961e060e61e96.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_139_jpg.rf.91fbd649c608ba9b318bdf895263be97.jpg	roboflow_drago_v1_139_jpg.rf.91fbd649c608ba9b318bdf895263be97.txt	1	Watermelon Detector.v1i.coco-segmentation\train\139_jpg.rf.91fbd649c608ba9b318bdf895263be97.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_145_jpg.rf.3c627c3f169ae98b080d588bbd0cccf2.jpg	roboflow_drago_v1_145_jpg.rf.3c627c3f169ae98b080d588bbd0cccf2.txt	1	Watermelon Detector.v1i.coco-segmentation\train\145_jpg.rf.3c627c3f169ae98b080d588bbd0cccf2.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_145_jpg.rf.6765900d5306683d3c6c5fd01278efdc.jpg	roboflow_drago_v1_145_jpg.rf.6765900d5306683d3c6c5fd01278efdc.txt	1	Watermelon Detector.v1i.coco-segmentation\train\145_jpg.rf.6765900d5306683d3c6c5fd01278efdc.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_145_jpg.rf.70c1051a256ae9316b0e47cfe19a7e28.jpg	roboflow_drago_v1_145_jpg.rf.70c1051a256ae9316b0e47cfe19a7e28.txt	1	Watermelon Detector.v1i.coco-segmentation\train\145_jpg.rf.70c1051a256ae9316b0e47cfe19a7e28.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_154_jpg.rf.061028fde096052bfc715b4a3f4ee739.jpg	roboflow_drago_v1_154_jpg.rf.061028fde096052bfc715b4a3f4ee739.txt	1	Watermelon Detector.v1i.coco-segmentation\train\154_jpg.rf.061028fde096052bfc715b4a3f4ee739.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_157_jpg.rf.a0aa13ef64a3615008c376f9513def17.jpg	roboflow_drago_v1_157_jpg.rf.a0aa13ef64a3615008c376f9513def17.txt	1	Watermelon Detector.v1i.coco-segmentation\train\157_jpg.rf.a0aa13ef64a3615008c376f9513def17.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_157_jpg.rf.e4b28f860100e1312d6b2c13744c86ea.jpg	roboflow_drago_v1_157_jpg.rf.e4b28f860100e1312d6b2c13744c86ea.txt	1	Watermelon Detector.v1i.coco-segmentation\train\157_jpg.rf.e4b28f860100e1312d6b2c13744c86ea.jpg
train	roboflow_drago_v1	valid	roboflow_drago_v1_158_jpg.rf.1d133ec0fb57b236d036fdd31a98314e.jpg	roboflow_drago_v1_158_jpg.rf.1d133ec0fb57b236d036fdd31a98314e.txt	1	Watermelon Detector.v1i.coco-segmentation\valid\158_jpg.rf.1d133ec0fb57b236d036fdd31a98314e.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_162_jpg.rf.0937f1501e60988840d9d27abc381e6c.jpg	roboflow_drago_v1_162_jpg.rf.0937f1501e60988840d9d27abc381e6c.txt	1	Watermelon Detector.v1i.coco-segmentation\train\162_jpg.rf.0937f1501e60988840d9d27abc381e6c.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_162_jpg.rf.d5f1cc92d31e44e83ca4c5a412103b78.jpg	roboflow_drago_v1_162_jpg.rf.d5f1cc92d31e44e83ca4c5a412103b78.txt	1	Watermelon Detector.v1i.coco-segmentation\train\162_jpg.rf.d5f1cc92d31e44e83ca4c5a412103b78.jpg
train	roboflow_drago_v1	valid	roboflow_drago_v1_164_jpg.rf.9a5b54601617698f6ee46e39a8ad4af7.jpg	roboflow_drago_v1_164_jpg.rf.9a5b54601617698f6ee46e39a8ad4af7.txt	1	Watermelon Detector.v1i.coco-segmentation\valid\164_jpg.rf.9a5b54601617698f6ee46e39a8ad4af7.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_165_jpg.rf.04fa8f509fe0a6d588077645b4c979be.jpg	roboflow_drago_v1_165_jpg.rf.04fa8f509fe0a6d588077645b4c979be.txt	1	Watermelon Detector.v1i.coco-segmentation\train\165_jpg.rf.04fa8f509fe0a6d588077645b4c979be.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_165_jpg.rf.481dbd3e33ba7f3eac83db3a1e6313d5.jpg	roboflow_drago_v1_165_jpg.rf.481dbd3e33ba7f3eac83db3a1e6313d5.txt	1	Watermelon Detector.v1i.coco-segmentation\train\165_jpg.rf.481dbd3e33ba7f3eac83db3a1e6313d5.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_165_jpg.rf.8f16844591050283077fa3e433f66838.jpg	roboflow_drago_v1_165_jpg.rf.8f16844591050283077fa3e433f66838.txt	1	Watermelon Detector.v1i.coco-segmentation\train\165_jpg.rf.8f16844591050283077fa3e433f66838.jpg
train	roboflow_drago_v1	valid	roboflow_drago_v1_167_jpg.rf.19d3e9f777cbcd02263bfc3fa200916b.jpg	roboflow_drago_v1_167_jpg.rf.19d3e9f777cbcd02263bfc3fa200916b.txt	1	Watermelon Detector.v1i.coco-segmentation\valid\167_jpg.rf.19d3e9f777cbcd02263bfc3fa200916b.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_168_jpg.rf.01888e227526f72971462297ddb1c750.jpg	roboflow_drago_v1_168_jpg.rf.01888e227526f72971462297ddb1c750.txt	1	Watermelon Detector.v1i.coco-segmentation\train\168_jpg.rf.01888e227526f72971462297ddb1c750.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_168_jpg.rf.39306d7d176a3ce1b7c87f56f4e8a28d.jpg	roboflow_drago_v1_168_jpg.rf.39306d7d176a3ce1b7c87f56f4e8a28d.txt	1	Watermelon Detector.v1i.coco-segmentation\train\168_jpg.rf.39306d7d176a3ce1b7c87f56f4e8a28d.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_168_jpg.rf.9d87ddc1a4d8a51929316d6397d4da36.jpg	roboflow_drago_v1_168_jpg.rf.9d87ddc1a4d8a51929316d6397d4da36.txt	1	Watermelon Detector.v1i.coco-segmentation\train\168_jpg.rf.9d87ddc1a4d8a51929316d6397d4da36.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_169_jpg.rf.1c6ef8a41ce5193901d9867d8a150062.jpg	roboflow_drago_v1_169_jpg.rf.1c6ef8a41ce5193901d9867d8a150062.txt	2	Watermelon Detector.v1i.coco-segmentation\train\169_jpg.rf.1c6ef8a41ce5193901d9867d8a150062.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_169_jpg.rf.513794fe995c292f3fbb20e9e559c53f.jpg	roboflow_drago_v1_169_jpg.rf.513794fe995c292f3fbb20e9e559c53f.txt	2	Watermelon Detector.v1i.coco-segmentation\train\169_jpg.rf.513794fe995c292f3fbb20e9e559c53f.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_169_jpg.rf.cfaf33c87645ab95160ce390722af6da.jpg	roboflow_drago_v1_169_jpg.rf.cfaf33c87645ab95160ce390722af6da.txt	2	Watermelon Detector.v1i.coco-segmentation\train\169_jpg.rf.cfaf33c87645ab95160ce390722af6da.jpg
train	roboflow_drago_v1	valid	roboflow_drago_v1_170_jpg.rf.d726b116045f93e1b9cf3cba4595d163.jpg	roboflow_drago_v1_170_jpg.rf.d726b116045f93e1b9cf3cba4595d163.txt	1	Watermelon Detector.v1i.coco-segmentation\valid\170_jpg.rf.d726b116045f93e1b9cf3cba4595d163.jpg
train	roboflow_drago_v1	valid	roboflow_drago_v1_171_jpg.rf.c9f1b4d4b610c7fe46702a930608892c.jpg	roboflow_drago_v1_171_jpg.rf.c9f1b4d4b610c7fe46702a930608892c.txt	1	Watermelon Detector.v1i.coco-segmentation\valid\171_jpg.rf.c9f1b4d4b610c7fe46702a930608892c.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_172_jpg.rf.d610ffeec1cc56452dca0085e143cde3.jpg	roboflow_drago_v1_172_jpg.rf.d610ffeec1cc56452dca0085e143cde3.txt	1	Watermelon Detector.v1i.coco-segmentation\train\172_jpg.rf.d610ffeec1cc56452dca0085e143cde3.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_172_jpg.rf.e51559ec94ec78b7bc3129257d65560c.jpg	roboflow_drago_v1_172_jpg.rf.e51559ec94ec78b7bc3129257d65560c.txt	1	Watermelon Detector.v1i.coco-segmentation\train\172_jpg.rf.e51559ec94ec78b7bc3129257d65560c.jpg
train	roboflow_drago_v1	valid	roboflow_drago_v1_174_jpg.rf.a54ebd3a5839b0beed895b943d578a2d.jpg	roboflow_drago_v1_174_jpg.rf.a54ebd3a5839b0beed895b943d578a2d.txt	3	Watermelon Detector.v1i.coco-segmentation\valid\174_jpg.rf.a54ebd3a5839b0beed895b943d578a2d.jpg
train	roboflow_drago_v1	valid	roboflow_drago_v1_175_jpg.rf.ae9af188f2c283adb21924ad2ad121f0.jpg	roboflow_drago_v1_175_jpg.rf.ae9af188f2c283adb21924ad2ad121f0.txt	1	Watermelon Detector.v1i.coco-segmentation\valid\175_jpg.rf.ae9af188f2c283adb21924ad2ad121f0.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_177_jpg.rf.b53a89e61dd1cc59e727d9bdbd832539.jpg	roboflow_drago_v1_177_jpg.rf.b53a89e61dd1cc59e727d9bdbd832539.txt	1	Watermelon Detector.v1i.coco-segmentation\train\177_jpg.rf.b53a89e61dd1cc59e727d9bdbd832539.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_177_jpg.rf.b7c53909b199aae1fe3aa26b1ed3f66c.jpg	roboflow_drago_v1_177_jpg.rf.b7c53909b199aae1fe3aa26b1ed3f66c.txt	1	Watermelon Detector.v1i.coco-segmentation\train\177_jpg.rf.b7c53909b199aae1fe3aa26b1ed3f66c.jpg
train	roboflow_drago_v1	valid	roboflow_drago_v1_182_jpg.rf.fb7f9134e928d22d7d854054c0721c46.jpg	roboflow_drago_v1_182_jpg.rf.fb7f9134e928d22d7d854054c0721c46.txt	1	Watermelon Detector.v1i.coco-segmentation\valid\182_jpg.rf.fb7f9134e928d22d7d854054c0721c46.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_183_jpg.rf.4c3a679ea6e2c464b4dfe8ca9911caeb.jpg	roboflow_drago_v1_183_jpg.rf.4c3a679ea6e2c464b4dfe8ca9911caeb.txt	1	Watermelon Detector.v1i.coco-segmentation\train\183_jpg.rf.4c3a679ea6e2c464b4dfe8ca9911caeb.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_183_jpg.rf.79def08c1923831d561858cf2a0d0f3f.jpg	roboflow_drago_v1_183_jpg.rf.79def08c1923831d561858cf2a0d0f3f.txt	1	Watermelon Detector.v1i.coco-segmentation\train\183_jpg.rf.79def08c1923831d561858cf2a0d0f3f.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_183_jpg.rf.a67271e95b255f123b841fecff29e828.jpg	roboflow_drago_v1_183_jpg.rf.a67271e95b255f123b841fecff29e828.txt	1	Watermelon Detector.v1i.coco-segmentation\train\183_jpg.rf.a67271e95b255f123b841fecff29e828.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_184_jpg.rf.760be8afbb51ffe0f664c3752bed907c.jpg	roboflow_drago_v1_184_jpg.rf.760be8afbb51ffe0f664c3752bed907c.txt	1	Watermelon Detector.v1i.coco-segmentation\train\184_jpg.rf.760be8afbb51ffe0f664c3752bed907c.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_185_jpg.rf.2e41762dd375f2705233d3b85aafdda3.jpg	roboflow_drago_v1_185_jpg.rf.2e41762dd375f2705233d3b85aafdda3.txt	1	Watermelon Detector.v1i.coco-segmentation\train\185_jpg.rf.2e41762dd375f2705233d3b85aafdda3.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_185_jpg.rf.5b9585bcf742ee186bbeb0fa8c013d0a.jpg	roboflow_drago_v1_185_jpg.rf.5b9585bcf742ee186bbeb0fa8c013d0a.txt	1	Watermelon Detector.v1i.coco-segmentation\train\185_jpg.rf.5b9585bcf742ee186bbeb0fa8c013d0a.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_185_jpg.rf.f6d4bc3d1eeb7806276318708679e068.jpg	roboflow_drago_v1_185_jpg.rf.f6d4bc3d1eeb7806276318708679e068.txt	1	Watermelon Detector.v1i.coco-segmentation\train\185_jpg.rf.f6d4bc3d1eeb7806276318708679e068.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_187_jpg.rf.2282d3334e86fa129306f6b3fe790539.jpg	roboflow_drago_v1_187_jpg.rf.2282d3334e86fa129306f6b3fe790539.txt	1	Watermelon Detector.v1i.coco-segmentation\train\187_jpg.rf.2282d3334e86fa129306f6b3fe790539.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_187_jpg.rf.4291e6fc3bbadc6a35806a9512741f27.jpg	roboflow_drago_v1_187_jpg.rf.4291e6fc3bbadc6a35806a9512741f27.txt	1	Watermelon Detector.v1i.coco-segmentation\train\187_jpg.rf.4291e6fc3bbadc6a35806a9512741f27.jpg
train	roboflow_drago_v1	test	roboflow_drago_v1_196_jpg.rf.f2cbd056e0e6c2796b81e5637b105930.jpg	roboflow_drago_v1_196_jpg.rf.f2cbd056e0e6c2796b81e5637b105930.txt	1	Watermelon Detector.v1i.coco-segmentation\test\196_jpg.rf.f2cbd056e0e6c2796b81e5637b105930.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_198_jpg.rf.4ea0ef38339f8e580707d86a09384887.jpg	roboflow_drago_v1_198_jpg.rf.4ea0ef38339f8e580707d86a09384887.txt	1	Watermelon Detector.v1i.coco-segmentation\train\198_jpg.rf.4ea0ef38339f8e580707d86a09384887.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_198_jpg.rf.7f532117e05aa3688e63abd47cce890c.jpg	roboflow_drago_v1_198_jpg.rf.7f532117e05aa3688e63abd47cce890c.txt	1	Watermelon Detector.v1i.coco-segmentation\train\198_jpg.rf.7f532117e05aa3688e63abd47cce890c.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_198_jpg.rf.b4f79bdac26a704ab9204dace09bf72c.jpg	roboflow_drago_v1_198_jpg.rf.b4f79bdac26a704ab9204dace09bf72c.txt	1	Watermelon Detector.v1i.coco-segmentation\train\198_jpg.rf.b4f79bdac26a704ab9204dace09bf72c.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_203_jpg.rf.19fe653139b1c981be35b6e0cabf1d37.jpg	roboflow_drago_v1_203_jpg.rf.19fe653139b1c981be35b6e0cabf1d37.txt	1	Watermelon Detector.v1i.coco-segmentation\train\203_jpg.rf.19fe653139b1c981be35b6e0cabf1d37.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_203_jpg.rf.a23cbbe7f73657d34599eda7a812eff9.jpg	roboflow_drago_v1_203_jpg.rf.a23cbbe7f73657d34599eda7a812eff9.txt	1	Watermelon Detector.v1i.coco-segmentation\train\203_jpg.rf.a23cbbe7f73657d34599eda7a812eff9.jpg
train	roboflow_drago_v1	valid	roboflow_drago_v1_205_jpg.rf.d8e04ad288f98807587a8eae847e3ded.jpg	roboflow_drago_v1_205_jpg.rf.d8e04ad288f98807587a8eae847e3ded.txt	1	Watermelon Detector.v1i.coco-segmentation\valid\205_jpg.rf.d8e04ad288f98807587a8eae847e3ded.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_209_jpg.rf.5d6b9bc0de55d3066b5dee9d29de907b.jpg	roboflow_drago_v1_209_jpg.rf.5d6b9bc0de55d3066b5dee9d29de907b.txt	2	Watermelon Detector.v1i.coco-segmentation\train\209_jpg.rf.5d6b9bc0de55d3066b5dee9d29de907b.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_211_jpg.rf.345eb25809a1537287ac8348d461c93b.jpg	roboflow_drago_v1_211_jpg.rf.345eb25809a1537287ac8348d461c93b.txt	1	Watermelon Detector.v1i.coco-segmentation\train\211_jpg.rf.345eb25809a1537287ac8348d461c93b.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_211_jpg.rf.35fdbfe55872c75211530ded80d0f980.jpg	roboflow_drago_v1_211_jpg.rf.35fdbfe55872c75211530ded80d0f980.txt	1	Watermelon Detector.v1i.coco-segmentation\train\211_jpg.rf.35fdbfe55872c75211530ded80d0f980.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_211_jpg.rf.75e91e7dfa5916ab64cd077e8133e7ee.jpg	roboflow_drago_v1_211_jpg.rf.75e91e7dfa5916ab64cd077e8133e7ee.txt	1	Watermelon Detector.v1i.coco-segmentation\train\211_jpg.rf.75e91e7dfa5916ab64cd077e8133e7ee.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_212_jpg.rf.51338b2185ebdfb40adc538d49835b27.jpg	roboflow_drago_v1_212_jpg.rf.51338b2185ebdfb40adc538d49835b27.txt	1	Watermelon Detector.v1i.coco-segmentation\train\212_jpg.rf.51338b2185ebdfb40adc538d49835b27.jpg
train	roboflow_drago_v1	valid	roboflow_drago_v1_214_jpg.rf.f7d5c9257431f46686bdb081298dd347.jpg	roboflow_drago_v1_214_jpg.rf.f7d5c9257431f46686bdb081298dd347.txt	2	Watermelon Detector.v1i.coco-segmentation\valid\214_jpg.rf.f7d5c9257431f46686bdb081298dd347.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_215_jpg.rf.b06612e3f82a2ac408acbf7f585f17b3.jpg	roboflow_drago_v1_215_jpg.rf.b06612e3f82a2ac408acbf7f585f17b3.txt	1	Watermelon Detector.v1i.coco-segmentation\train\215_jpg.rf.b06612e3f82a2ac408acbf7f585f17b3.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_215_jpg.rf.bef4049c601679431c4c9435dfd22b9e.jpg	roboflow_drago_v1_215_jpg.rf.bef4049c601679431c4c9435dfd22b9e.txt	1	Watermelon Detector.v1i.coco-segmentation\train\215_jpg.rf.bef4049c601679431c4c9435dfd22b9e.jpg
