derived_split	source_split	source	upstream_split	source_image	image	label	relative_image_path	relative_label_path	width	height	instances	scene_key	canonical_asset	image_sha256	label_sha256	coco_image_id	included_in_test_scene_unique	test_scene_unique_coco_image_id
train_clean	train	my_labelme	manual	raw\color_000009.png	my_labelme_color_000009.png	my_labelme_color_000009.txt	images/train/my_labelme_color_000009.png	labels/train/my_labelme_color_000009.txt	1280	800	10	my_labelme::my_labelme_color_000009	my_labelme_color_000009	91fefdb577729edded99879182315536856ec1f0674ccbb0624baee0834b5c48	23637c770fc7a98423056c36769559e1b576700ad5be5861710e992c4d9facc7	11	false	
train_clean	train	my_labelme	manual	raw\color_000010.png	my_labelme_color_000010.png	my_labelme_color_000010.txt	images/train/my_labelme_color_000010.png	labels/train/my_labelme_color_000010.txt	1280	800	10	my_labelme::my_labelme_color_000010	my_labelme_color_000010	669421c01e294893129e08aafc2e35267b31d5217dfc2102235938854009d6a0	23637c770fc7a98423056c36769559e1b576700ad5be5861710e992c4d9facc7	12	false	
train_clean	train	my_labelme	manual	raw\color_000011.png	my_labelme_color_000011.png	my_labelme_color_000011.txt	images/train/my_labelme_color_000011.png	labels/train/my_labelme_color_000011.txt	1280	800	8	my_labelme::my_labelme_color_000011	my_labelme_color_000011	1eb5c43f0bbce44f1026ed72419d86f3bf94202d465732b30e94b26122ab12e7	823e9c833fe00e38a1442d38eb33b9278209ac96fe925ada7e49e0b2ffee18cc	13	false	
train_clean	train	my_labelme	manual	raw\color_000014.png	my_labelme_color_000014.png	my_labelme_color_000014.txt	images/train/my_labelme_color_000014.png	labels/train/my_labelme_color_000014.txt	1280	800	9	my_labelme::my_labelme_color_000014	my_labelme_color_000014	9cb7a1f6454638c717e4301fce7329f341b2d292c9e2b6605914e4be6067687c	c3273038b70e069dcb5e0509a847f740ca8ef7ee2a86237d513c44e13d4da616	14	false	
train_clean	train	my_labelme	manual	raw\color_000015.png	my_labelme_color_000015.png	my_labelme_color_000015.txt	images/train/my_labelme_color_000015.png	labels/train/my_labelme_color_000015.txt	1280	800	9	my_labelme::my_labelme_color_000015	my_labelme_color_000015	6fa02454e8034cef2794131a996a9c3b433ac4a8815fd13c6e6f2ad770e5af3c	a507aa2caa564e45f9e6cc90b4f2fb387ddef9d8115d19fd69c53395395f8fae	15	false	
train_clean	train	my_labelme	manual	raw\color_000017.png	my_labelme_color_000017.png	my_labelme_color_000017.txt	images/train/my_labelme_color_000017.png	labels/train/my_labelme_color_000017.txt	1280	800	12	my_labelme::my_labelme_color_000017	my_labelme_color_000017	88fb4766c266237a1029c56a602f8f429635cd677d707149522542c563da93d2	e671bf7e2c5ec63bbddc800a014caa43d464de866d6e5f07ba7f029388804faa	16	false	
train_clean	train	my_labelme	manual	raw\color_000018.png	my_labelme_color_000018.png	my_labelme_color_000018.txt	images/train/my_labelme_color_000018.png	labels/train/my_labelme_color_000018.txt	1280	800	13	my_labelme::my_labelme_color_000018	my_labelme_color_000018	e1fc06115d2955b114e11dbfdc55f4d2c1942d1fcab601a16bc51e5228656e92	003894c40faf1a849b68d4d0c62e5bc91b56a867fb0683ddb512e77099b25f2b	17	false	
train_clean	train	my_labelme	manual	raw\color_000019.png	my_labelme_color_000019.png	my_labelme_color_000019.txt	images/train/my_labelme_color_000019.png	labels/train/my_labelme_color_000019.txt	1280	800	12	my_labelme::my_labelme_color_000019	my_labelme_color_000019	1507851aeb272aca22ac88cf1e2bca9edde269fbd9b30034b9b9d427b949d60c	0fa553c498a82191f458b190278fea1b06e0337d76918c77317a8510327a53ae	18	false	
train_clean	train	my_labelme	manual	raw\color_000020.png	my_labelme_color_000020.png	my_labelme_color_000020.txt	images/train/my_labelme_color_000020.png	labels/train/my_labelme_color_000020.txt	1280	800	11	my_labelme::my_labelme_color_000020	my_labelme_color_000020	95ba49035297094bb931ce0becfce72af45b75f3d87637066d066aab11455c15	0deca8dd5f5a3bfd23be5f9da63bc5ff52aa3b326d9cd10953da6b8708949eb7	19	false	
train_clean	train	my_labelme	manual	raw\color_000021.png	my_labelme_color_000021.png	my_labelme_color_000021.txt	images/train/my_labelme_color_000021.png	labels/train/my_labelme_color_000021.txt	1280	800	10	my_labelme::my_labelme_color_000021	my_labelme_color_000021	a02b2415315f58a7735362ade29a4cbe683821f078ec2dd1e612b01acbcc8021	9c26ec7805c543d12fabd83d260d601aeebe68c405c1edc6c9709e793b954fde	20	false	
train_clean	train	my_labelme	manual	raw\color_000022.png	my_labelme_color_000022.png	my_labelme_color_000022.txt	images/train/my_labelme_color_000022.png	labels/train/my_labelme_color_000022.txt	1280	800	13	my_labelme::my_labelme_color_000022	my_labelme_color_000022	dee89773969ef619dc45a0614404ca4e22dc2a8e234e65a55fa3d8943202dca0	10f60fbb32501d04340cc3650afec195c342318526dc7b84edce4bc8dc3f7a38	21	false	
train_clean	train	my_labelme	manual	raw\color_000023.png	my_labelme_color_000023.png	my_labelme_color_000023.txt	images/train/my_labelme_color_000023.png	labels/train/my_labelme_color_000023.txt	1280	800	11	my_labelme::my_labelme_color_000023	my_labelme_color_000023	91fd6d9dc2e3509b7f2e6e4e2b8e84eec658784d84e8ee06bb4942e50b6cc035	617b6e030621448c814e1358674fff5a11c312218dac59fa3c3f035d20a90623	22	false	
train_clean	train	my_labelme	manual	raw\color_000024.png	my_labelme_color_000024.png	my_labelme_color_000024.txt	images/train/my_labelme_color_000024.png	labels/train/my_labelme_color_000024.txt	1280	800	9	my_labelme::my_labelme_color_000024	my_labelme_color_000024	d38bc422ce637e6d6b01c83dcc06ab2351646501ab120de680e9bdda45ef29c7	fc205c8efad0da9f27b5fb94d10ba24303b2e7cb08c78867212b7d0294cc2f23	23	false	
train_clean	train	my_labelme	manual	raw\color_000025.png	my_labelme_color_000025.png	my_labelme_color_000025.txt	images/train/my_labelme_color_000025.png	labels/train/my_labelme_color_000025.txt	1280	800	9	my_labelme::my_labelme_color_000025	my_labelme_color_000025	6d56cc0b1d460159ce709dfcbec9f89b82d00734895f61f6acfbf10cb944550f	f23f99bbb869149f33459f60716175e52302fb48a502210f7b8b793380810e62	24	false	
train_clean	train	my_labelme	manual	raw\color_000032.png	my_labelme_color_000032.png	my_labelme_color_000032.txt	images/train/my_labelme_color_000032.png	labels/train/my_labelme_color_000032.txt	1280	800	11	my_labelme::my_labelme_color_000032	my_labelme_color_000032	5ffe5020681accd50520946621dad8ba1f4159af18ca372eb6bce69b22c59e8c	67d97a9a4d4c02303d0fdeab39b7813048b7a5c8d88a8474d590a059a92830b8	25	false	
train_clean	train	my_labelme	manual	raw\color_000033.png	my_labelme_color_000033.png	my_labelme_color_000033.txt	images/train/my_labelme_color_000033.png	labels/train/my_labelme_color_000033.txt	1280	800	10	my_labelme::my_labelme_color_000033	my_labelme_color_000033	cf82d5779ea2c9db7fdedfdb0db8a3ad5ac890d62906c5ff0acee124da5d84c8	b039bbd0ca466a01a2cb9eb771c700eef569e9ff79bfaa5a713711a412c6a932	26	false	
train_clean	train	my_labelme	manual	raw\color_000035.png	my_labelme_color_000035.png	my_labelme_color_000035.txt	images/train/my_labelme_color_000035.png	labels/train/my_labelme_color_000035.txt	1280	800	13	my_labelme::my_labelme_color_000035	my_labelme_color_000035	786bc673383340fa7e70f915d6bc3ab117a9f6d402d3a2be2e41686c6af85586	2f7cfbff5fbf9a7ffb4c7f3ef9b3918bd76f9df4564fc3d1ceab32541a58cc92	27	false	
train_clean	train	my_labelme	manual	raw\color_000038.png	my_labelme_color_000038.png	my_labelme_color_000038.txt	images/train/my_labelme_color_000038.png	labels/train/my_labelme_color_000038.txt	1280	800	13	my_labelme::my_labelme_color_000038	my_labelme_color_000038	7ffedb0311cfac014c05d67ad8de0086f77fa492bdd95530d4285c84531928e4	89bde50279adbefb856b989ee333d2025ca0b0e2e2a3be531e9bb36f89823100	28	false	
train_clean	train	my_labelme	manual	raw\color_000039.png	my_labelme_color_000039.png	my_labelme_color_000039.txt	images/train/my_labelme_color_000039.png	labels/train/my_labelme_color_000039.txt	1280	800	12	my_labelme::my_labelme_color_000039	my_labelme_color_000039	c2eedc849219502b2797db62cd4e9e6e870bcb3d77ae20222c57b265ab4caa56	3929cb462a8be9b7b1b2ea8477f13bdfd0dc5ebcac27ecf441b149982cd94dfa	29	false	
train_clean	train	my_labelme	manual	raw\color_000044.png	my_labelme_color_000044.png	my_labelme_color_000044.txt	images/train/my_labelme_color_000044.png	labels/train/my_labelme_color_000044.txt	1280	800	15	my_labelme::my_labelme_color_000044	my_labelme_color_000044	657fdc5685da6357cf0fe2faf39119290b8113168d3f1ab743342e3ef2a72625	1e341f57ff537d88d5aae809eb4d916521d33ebd6fa0e83ead759bce7c9676a0	30	false	
train_clean	train	my_labelme	manual	raw\color_000048.png	my_labelme_color_000048.png	my_labelme_color_000048.txt	images/train/my_labelme_color_000048.png	labels/train/my_labelme_color_000048.txt	1280	800	9	my_labelme::my_labelme_color_000048	my_labelme_color_000048	3b3be91735a185e1fbf3ca4f00df3196594e3dc419d64772a721fc4dbdd820ed	69f293cd104c58c0922efbead814ef8ad65fec33cdfd978f27467bdb0919ac6b	31	false	
train_clean	train	my_labelme	manual	raw\color_000049.png	my_labelme_color_000049.png	my_labelme_color_000049.txt	images/train/my_labelme_color_000049.png	labels/train/my_labelme_color_000049.txt	1280	800	8	my_labelme::my_labelme_color_000049	my_labelme_color_000049	e17549efc4e6d4841ae046a19da0c0c46e95cbc9524d9deeb48aaaf7a160f0f0	92a8d98b90ff60aa5b6e6e27f1187a501dde98e967bc53e53daeef68e2557412	32	false	
train_clean	train	my_labelme	manual	raw\color_000051.png	my_labelme_color_000051.png	my_labelme_color_000051.txt	images/train/my_labelme_color_000051.png	labels/train/my_labelme_color_000051.txt	1280	800	10	my_labelme::my_labelme_color_000051	my_labelme_color_000051	33566795f126436a50f50fd65b9c6b3b7c905da99904d45512976e97327fd1ff	471ae56ee1b70ff60172ad3d99c76a297de9a5c94268c8a4b08ccf3648b64092	33	false	
train_clean	train	my_labelme	manual	raw\color_000053.png	my_labelme_color_000053.png	my_labelme_color_000053.txt	images/train/my_labelme_color_000053.png	labels/train/my_labelme_color_000053.txt	1280	800	9	my_labelme::my_labelme_color_000053	my_labelme_color_000053	e0750a489beee04ce00b167de301f40da9812ae1ce9dca689536e4ee01717b24	2019e6e13d5354d83163b7f7e6b7d034d049c18e97e63e2996498e10df2bbc87	34	false	
train_clean	train	my_labelme	manual	raw\color_000054.png	my_labelme_color_000054.png	my_labelme_color_000054.txt	images/train/my_labelme_color_000054.png	labels/train/my_labelme_color_000054.txt	1280	800	10	my_labelme::my_labelme_color_000054	my_labelme_color_000054	484128f1769d715de230dc9e7c2be85faf831de95e2239b979775ecac9f98363	2af82077d72241e3e54c548078b79f73afd3cb6cb0266e014466662364a34a40	35	false	
train_clean	train	my_labelme	manual	raw\color_000055.png	my_labelme_color_000055.png	my_labelme_color_000055.txt	images/train/my_labelme_color_000055.png	labels/train/my_labelme_color_000055.txt	1280	800	12	my_labelme::my_labelme_color_000055	my_labelme_color_000055	206fdd152377b469cd16f8697195425ad9c6f68c5e1fdd3c8f08b25d11756e72	8df6b4288b9908e3413879216e2a81d2cc9cb3d3d5e3b9a7d876c878195e4973	36	false	
train_clean	train	my_labelme	manual	raw\color_000056.png	my_labelme_color_000056.png	my_labelme_color_000056.txt	images/train/my_labelme_color_000056.png	labels/train/my_labelme_color_000056.txt	1280	800	13	my_labelme::my_labelme_color_000056	my_labelme_color_000056	d24fd789a65ba73d32612d650db53e84a5511efb936b40495b1529efb9a53df6	80ed2fe186186bd2b9ddc9379acac6ad5fc1df4bd757411da5aad75f022536ed	37	false	
train_clean	train	my_labelme	manual	raw\color_000057.png	my_labelme_color_000057.png	my_labelme_color_000057.txt	images/train/my_labelme_color_000057.png	labels/train/my_labelme_color_000057.txt	1280	800	13	my_labelme::my_labelme_color_000057	my_labelme_color_000057	890e51aa6a478c25483024969c30727ebb3733facfc36878e6e2d676a5b9f4c2	80cb0a8cc0a2ba66a3d05771803f4de88268f4aea82f00ebdc517a5411a083e0	38	false	
train_clean	train	my_labelme	manual	raw\color_000058.png	my_labelme_color_000058.png	my_labelme_color_000058.txt	images/train/my_labelme_color_000058.png	labels/train/my_labelme_color_000058.txt	1280	800	11	my_labelme::my_labelme_color_000058	my_labelme_color_000058	fb3dcef7208a16a15cbe3eb5e412831a0d2325a78a8162dd4e39603c38371c0f	ab254f7cd4b707067112184447921ab5496a2769b4f38d8d0089811dbb1f808f	39	false	
train_clean	train	my_labelme	manual	raw\color_000059.png	my_labelme_color_000059.png	my_labelme_color_000059.txt	images/train/my_labelme_color_000059.png	labels/train/my_labelme_color_000059.txt	1280	800	11	my_labelme::my_labelme_color_000059	my_labelme_color_000059	3733396fc7b2d6cffc93a6a6a18227fe7c754fb6b162ef3868cfbbf8df7c5085	1a0d76f5889da71cadc907fba4681f9222b0d8a38ceee7a0a85355c7d2292efd	40	false	
train_clean	train	my_labelme	manual	raw\color_000060.png	my_labelme_color_000060.png	my_labelme_color_000060.txt	images/train/my_labelme_color_000060.png	labels/train/my_labelme_color_000060.txt	1280	800	13	my_labelme::my_labelme_color_000060	my_labelme_color_000060	1ec9da6ccdd535042daff2ea32c2d818a9830b85603081876ba8e6a8990297e3	1d0fbcd2cb8052302e328bbc26382e4268b6143fcaadd2d378ff85d7e5f442e9	41	false	
train_clean	train	my_labelme	manual	raw\color_000064.png	my_labelme_color_000064.png	my_labelme_color_000064.txt	images/train/my_labelme_color_000064.png	labels/train/my_labelme_color_000064.txt	1280	800	9	my_labelme::my_labelme_color_000064	my_labelme_color_000064	0463ba1090817fa31bd183a78013b23e46fe1ab86079f0f889ef3659b69657bd	9f2e3b42cc529b973e8012897bfa317b5174538f9ac9aa1b0ea36f35a5eb4be6	42	false	
train_clean	train	my_labelme	manual	raw\color_000067.png	my_labelme_color_000067.png	my_labelme_color_000067.txt	images/train/my_labelme_color_000067.png	labels/train/my_labelme_color_000067.txt	1280	800	11	my_labelme::my_labelme_color_000067	my_labelme_color_000067	c1f45b45aee7c6ac49632cb050ac7c4568af2b7525ff65cfde1758bd2b624671	ff346882fa474e3f325a8a665c0b5d9211606bc174f527b0dcf4540898f95cbb	43	false	
train_clean	train	roboflow_drago_v1	train	Watermelon Detector.v1i.coco-segmentation\train\108_jpg.rf.51d22f7b68106c2874f81f6d601b2e82.jpg	roboflow_drago_v1_108_jpg.rf.51d22f7b68106c2874f81f6d601b2e82.jpg	roboflow_drago_v1_108_jpg.rf.51d22f7b68106c2874f81f6d601b2e82.txt	images/train/roboflow_drago_v1_108_jpg.rf.51d22f7b68106c2874f81f6d601b2e82.jpg	labels/train/roboflow_drago_v1_108_jpg.rf.51d22f7b68106c2874f81f6d601b2e82.txt	640	640	1	roboflow_drago_v1::roboflow_drago_v1_108_jpg	roboflow_drago_v1_108_jpg	fa66d6906402b899d2290ba4558ca4185c489ce59c68d8003dc91b392f5bbf5e	bed741eec4761510def9867fa98490ed7cbe381eabd3e11f5838ffcee5e937f0	44	false	
train_clean	train	roboflow_drago_v1	train	Watermelon Detector.v1i.coco-segmentation\train\108_jpg.rf.6bdf4ec338c7927e264e5edc5560acec.jpg	roboflow_drago_v1_108_jpg.rf.6bdf4ec338c7927e264e5edc5560acec.jpg	roboflow_drago_v1_108_jpg.rf.6bdf4ec338c7927e264e5edc5560acec.txt	images/train/roboflow_drago_v1_108_jpg.rf.6bdf4ec338c7927e264e5edc5560acec.jpg	labels/train/roboflow_drago_v1_108_jpg.rf.6bdf4ec338c7927e264e5edc5560acec.txt	640	640	1	roboflow_drago_v1::roboflow_drago_v1_108_jpg	roboflow_drago_v1_108_jpg	11d23eeb903e8c67bf9c0bf4bb0f64599d8e979330f6ebec2a7ef13091784d24	350b431badb71108617752f5190cbda26941c0747f324a7a692005f9b4cf0bbc	45	false	
train_clean	train	roboflow_drago_v1	valid	Watermelon Detector.v1i.coco-segmentation\valid\116_jpg.rf.c6a769705e749646bf3bebf88a9a0e09.jpg	roboflow_drago_v1_116_jpg.rf.c6a769705e749646bf3bebf88a9a0e09.jpg	roboflow_drago_v1_116_jpg.rf.c6a769705e749646bf3bebf88a9a0e09.txt	images/train/roboflow_drago_v1_116_jpg.rf.c6a769705e749646bf3bebf88a9a0e09.jpg	labels/train/roboflow_drago_v1_116_jpg.rf.c6a769705e749646bf3bebf88a9a0e09.txt	640	640	1	roboflow_drago_v1::roboflow_drago_v1_116_jpg	roboflow_drago_v1_116_jpg	b6cb7660299aaad009bc69c9a43e7c69f0d1457e11b5694b087a8b996a19e944	cbdeaec2559377ac8858481f140b0b6ab23874d7f18e57d4e869598c4741e3f7	46	false	
train_clean	train	roboflow_drago_v1	train	Watermelon Detector.v1i.coco-segmentation\train\118_jpg.rf.2ab1a59ccfa374697ff4683a8a7b9b27.jpg	roboflow_drago_v1_118_jpg.rf.2ab1a59ccfa374697ff4683a8a7b9b27.jpg	roboflow_drago_v1_118_jpg.rf.2ab1a59ccfa374697ff4683a8a7b9b27.txt	images/train/roboflow_drago_v1_118_jpg.rf.2ab1a59ccfa374697ff4683a8a7b9b27.jpg	labels/train/roboflow_drago_v1_118_jpg.rf.2ab1a59ccfa374697ff4683a8a7b9b27.txt	640	640	1	roboflow_drago_v1::roboflow_drago_v1_118_jpg	roboflow_drago_v1_118_jpg	b751eda89adf552ec1c5ea006834aa99c6564287ee40e119dffe20e8a1be867e	7cc7cd9b7d4d98de3407c6a2fc872d1f3617cc110748307da0a47e792f94d15f	47	false	
train_clean	train	roboflow_drago_v1	test	Watermelon Detector.v1i.coco-segmentation\test\119_jpg.rf.7af0e6530d2ec5a258fe31770612a7f9.jpg	roboflow_drago_v1_119_jpg.rf.7af0e6530d2ec5a258fe31770612a7f9.jpg	roboflow_drago_v1_119_jpg.rf.7af0e6530d2ec5a258fe31770612a7f9.txt	images/train/roboflow_drago_v1_119_jpg.rf.7af0e6530d2ec5a258fe31770612a7f9.jpg	labels/train/roboflow_drago_v1_119_jpg.rf.7af0e6530d2ec5a258fe31770612a7f9.txt	640	640	1	roboflow_drago_v1::roboflow_drago_v1_119_jpg	roboflow_drago_v1_119_jpg	e62ff9825d29238c8f3af5b045aab5ba22ea63620645ab4860a5fd0c091fa82f	b0548f3b3a84fe8a03fe124cd01e42d2bfdfc50247824b036b6889836c12e977	48	false	
train_clean	train	roboflow_drago_v1	valid	Watermelon Detector.v1i.coco-segmentation\valid\121_jpg.rf.b6b7a746cd3771e7f7a607ec16997edd.jpg	roboflow_drago_v1_121_jpg.rf.b6b7a746cd3771e7f7a607ec16997edd.jpg	roboflow_drago_v1_121_jpg.rf.b6b7a746cd3771e7f7a607ec16997edd.txt	images/train/roboflow_drago_v1_121_jpg.rf.b6b7a746cd3771e7f7a607ec16997edd.jpg	labels/train/roboflow_drago_v1_121_jpg.rf.b6b7a746cd3771e7f7a607ec16997edd.txt	640	640	2	roboflow_drago_v1::roboflow_drago_v1_121_jpg	roboflow_drago_v1_121_jpg	373a97d279e01c19b042fa74f547dc350a75a4cf19605f7a51bf01954f32eb84	4c091389d8337153800d1b70ec5aefea3cd3a623cb59c95c1eed9981bc1ae654	49	false	
train_clean	train	roboflow_drago_v1	train	Watermelon Detector.v1i.coco-segmentation\train\136_jpg.rf.2fd1d3fa57e17ddc58b2cb0da14eeb0e.jpg	roboflow_drago_v1_136_jpg.rf.2fd1d3fa57e17ddc58b2cb0da14eeb0e.jpg	roboflow_drago_v1_136_jpg.rf.2fd1d3fa57e17ddc58b2cb0da14eeb0e.txt	images/train/roboflow_drago_v1_136_jpg.rf.2fd1d3fa57e17ddc58b2cb0da14eeb0e.jpg	labels/train/roboflow_drago_v1_136_jpg.rf.2fd1d3fa57e17ddc58b2cb0da14eeb0e.txt	640	640	1	roboflow_drago_v1::roboflow_drago_v1_136_jpg	roboflow_drago_v1_136_jpg	93fc8c884bdad1c61f586e621cacb8ebf4cabc60c9aa4d7542239566be869be3	069db9efbc50fb9a2b982f9f89bc524e4ad6ecb6f3b08c3841f7e121ade69444	50	false	
train_clean	train	roboflow_drago_v1	train	Watermelon Detector.v1i.coco-segmentation\train\136_jpg.rf.fb2933e8e7bbe1ccc9970c46d0075aa3.jpg	roboflow_drago_v1_136_jpg.rf.fb2933e8e7bbe1ccc9970c46d0075aa3.jpg	roboflow_drago_v1_136_jpg.rf.fb2933e8e7bbe1ccc9970c46d0075aa3.txt	images/train/roboflow_drago_v1_136_jpg.rf.fb2933e8e7bbe1ccc9970c46d0075aa3.jpg	labels/train/roboflow_drago_v1_136_jpg.rf.fb2933e8e7bbe1ccc9970c46d0075aa3.txt	640	640	1	roboflow_drago_v1::roboflow_drago_v1_136_jpg	roboflow_drago_v1_136_jpg	11bc3c4983321d2a3be5bf8fd4b9172a098c35dae7e1e7d4a1d5077a77a61162	e93d14aeb8ce9e35d458dae6d8cfbbc87ac949f146e634c40e16dec218ff6610	51	false	
train_clean	train	roboflow_drago_v1	train	Watermelon Detector.v1i.coco-segmentation\train\137_jpg.rf.620c81a7e016943b86a4c039c9baf91b.jpg	roboflow_drago_v1_137_jpg.rf.620c81a7e016943b86a4c039c9baf91b.jpg	roboflow_drago_v1_137_jpg.rf.620c81a7e016943b86a4c039c9baf91b.txt	images/train/roboflow_drago_v1_137_jpg.rf.620c81a7e016943b86a4c039c9baf91b.jpg	labels/train/roboflow_drago_v1_137_jpg.rf.620c81a7e016943b86a4c039c9baf91b.txt	640	640	1	roboflow_drago_v1::roboflow_drago_v1_137_jpg	roboflow_drago_v1_137_jpg	7fe4c1a8714e9932c745802167b1f1603283df2e0a07d642d0bec4fd2b91d0d3	8705a4c875f3721970bd164e065467e5b3d6dc3f99f93ee94c922dea5db28505	52	false	
train_clean	train	roboflow_drago_v1	train	Watermelon Detector.v1i.coco-segmentation\train\145_jpg.rf.3c627c3f169ae98b080d588bbd0cccf2.jpg	roboflow_drago_v1_145_jpg.rf.3c627c3f169ae98b080d588bbd0cccf2.jpg	roboflow_drago_v1_145_jpg.rf.3c627c3f169ae98b080d588bbd0cccf2.txt	images/train/roboflow_drago_v1_145_jpg.rf.3c627c3f169ae98b080d588bbd0cccf2.jpg	labels/train/roboflow_drago_v1_145_jpg.rf.3c627c3f169ae98b080d588bbd0cccf2.txt	640	640	1	roboflow_drago_v1::roboflow_drago_v1_145_jpg	roboflow_drago_v1_145_jpg	a4cd082ccdedfda8d8eb11d238f7230f28614195820bc82fb5df9cefcc2d8e80	b4bfb471236a495a04b39ccd854585d0a7fc0ce5357b725774ac9d4b2a0bb398	53	false	
