scope	source_split	source	source_image	image	label	instances	scene_key	image_sha256	reason	conflicts_with	representative
base_dataset	train	roboflow_drago_v1	Watermelon Detector.v1i.coco-segmentation\train\157_jpg.rf.a0aa13ef64a3615008c376f9513def17.jpg	roboflow_drago_v1_157_jpg.rf.a0aa13ef64a3615008c376f9513def17.jpg	roboflow_drago_v1_157_jpg.rf.a0aa13ef64a3615008c376f9513def17.txt	1	roboflow_drago_v1::roboflow_drago_v1_157_jpg	3fbae29ad04cb0e70580772e4305e0dba190058d97ecfca6ed5e6735b87f2f6a	clean_val_scene_and_sha256	val_clean	
base_dataset	train	roboflow_drago_v1	Watermelon Detector.v1i.coco-segmentation\train\157_jpg.rf.e4b28f860100e1312d6b2c13744c86ea.jpg	roboflow_drago_v1_157_jpg.rf.e4b28f860100e1312d6b2c13744c86ea.jpg	roboflow_drago_v1_157_jpg.rf.e4b28f860100e1312d6b2c13744c86ea.txt	1	roboflow_drago_v1::roboflow_drago_v1_157_jpg	30b6c6855211a3cb0c998f17e162205d64b21e780f01faae721c7d1dd488f427	clean_val_scene	val_clean	
base_dataset	train	roboflow_drago_v1	Watermelon Detector.v1i.coco-segmentation\train\162_jpg.rf.d5f1cc92d31e44e83ca4c5a412103b78.jpg	roboflow_drago_v1_162_jpg.rf.d5f1cc92d31e44e83ca4c5a412103b78.jpg	roboflow_drago_v1_162_jpg.rf.d5f1cc92d31e44e83ca4c5a412103b78.txt	1	roboflow_drago_v1::roboflow_drago_v1_162_jpg	13f4997e395dca31ccc0131f8cc4dc6bcf92a5660abf69854f136e879ed67754	exact_duplicate_within_train	train_clean	roboflow_drago_v1_162_jpg.rf.0937f1501e60988840d9d27abc381e6c.jpg
base_dataset	train	roboflow_drago_v1	Watermelon Detector.v1i.coco-segmentation\train\165_jpg.rf.481dbd3e33ba7f3eac83db3a1e6313d5.jpg	roboflow_drago_v1_165_jpg.rf.481dbd3e33ba7f3eac83db3a1e6313d5.jpg	roboflow_drago_v1_165_jpg.rf.481dbd3e33ba7f3eac83db3a1e6313d5.txt	1	roboflow_drago_v1::roboflow_drago_v1_165_jpg	cd2d01762069d62f0283e9d57b5b3da299473f0be31bac412874edc3160842d6	exact_duplicate_within_train	train_clean	roboflow_drago_v1_165_jpg.rf.04fa8f509fe0a6d588077645b4c979be.jpg
base_dataset	train	roboflow_drago_v1	Watermelon Detector.v1i.coco-segmentation\train\168_jpg.rf.39306d7d176a3ce1b7c87f56f4e8a28d.jpg	roboflow_drago_v1_168_jpg.rf.39306d7d176a3ce1b7c87f56f4e8a28d.jpg	roboflow_drago_v1_168_jpg.rf.39306d7d176a3ce1b7c87f56f4e8a28d.txt	1	roboflow_drago_v1::roboflow_drago_v1_168_jpg	172f152a79d5283daacbd4e2b9c08680d92d4454198a43fb92490b8b8bb91815	exact_duplicate_within_train	train_clean	roboflow_drago_v1_168_jpg.rf.01888e227526f72971462297ddb1c750.jpg
base_dataset	train	roboflow_drago_v1	Watermelon Detector.v1i.coco-segmentation\train\169_jpg.rf.cfaf33c87645ab95160ce390722af6da.jpg	roboflow_drago_v1_169_jpg.rf.cfaf33c87645ab95160ce390722af6da.jpg	roboflow_drago_v1_169_jpg.rf.cfaf33c87645ab95160ce390722af6da.txt	2	roboflow_drago_v1::roboflow_drago_v1_169_jpg	5771f0a7fefd40cb911ee9886cc7b23fed5b5ffd3819a2f9ab37a79082068ff0	exact_duplicate_within_train	train_clean	roboflow_drago_v1_169_jpg.rf.513794fe995c292f3fbb20e9e559c53f.jpg
base_dataset	train	roboflow_drago_v1	Watermelon Detector.v1i.coco-segmentation\train\172_jpg.rf.d610ffeec1cc56452dca0085e143cde3.jpg	roboflow_drago_v1_172_jpg.rf.d610ffeec1cc56452dca0085e143cde3.jpg	roboflow_drago_v1_172_jpg.rf.d610ffeec1cc56452dca0085e143cde3.txt	1	roboflow_drago_v1::roboflow_drago_v1_172_jpg	46e85cfeb07ecac87a00a2ff4c58af529593dbbd38aa2f64c7bddb21092b7cb1	clean_val_scene	val_clean	
base_dataset	train	roboflow_drago_v1	Watermelon Detector.v1i.coco-segmentation\train\172_jpg.rf.e51559ec94ec78b7bc3129257d65560c.jpg	roboflow_drago_v1_172_jpg.rf.e51559ec94ec78b7bc3129257d65560c.jpg	roboflow_drago_v1_172_jpg.rf.e51559ec94ec78b7bc3129257d65560c.txt	1	roboflow_drago_v1::roboflow_drago_v1_172_jpg	46e85cfeb07ecac87a00a2ff4c58af529593dbbd38aa2f64c7bddb21092b7cb1	clean_val_scene	val_clean	
base_dataset	train	roboflow_drago_v1	Watermelon Detector.v1i.coco-segmentation\train\177_jpg.rf.b7c53909b199aae1fe3aa26b1ed3f66c.jpg	roboflow_drago_v1_177_jpg.rf.b7c53909b199aae1fe3aa26b1ed3f66c.jpg	roboflow_drago_v1_177_jpg.rf.b7c53909b199aae1fe3aa26b1ed3f66c.txt	1	roboflow_drago_v1::roboflow_drago_v1_177_jpg	05c1c448d1858960100a7c4440bcce7d67324fd30cd2c7ddebbe876cd5ceda46	exact_duplicate_within_train	train_clean	roboflow_drago_v1_177_jpg.rf.b53a89e61dd1cc59e727d9bdbd832539.jpg
base_dataset	train	roboflow_drago_v1	Watermelon Detector.v1i.coco-segmentation\train\183_jpg.rf.a67271e95b255f123b841fecff29e828.jpg	roboflow_drago_v1_183_jpg.rf.a67271e95b255f123b841fecff29e828.jpg	roboflow_drago_v1_183_jpg.rf.a67271e95b255f123b841fecff29e828.txt	1	roboflow_drago_v1::roboflow_drago_v1_183_jpg	87a8b1c79fd9b0d6d28edf2d0ffb3137660026196ca3b0c4dfeac6a4e7d568b3	exact_duplicate_within_train	train_clean	roboflow_drago_v1_183_jpg.rf.4c3a679ea6e2c464b4dfe8ca9911caeb.jpg
base_dataset	train	roboflow_drago_v1	Watermelon Detector.v1i.coco-segmentation\train\184_jpg.rf.760be8afbb51ffe0f664c3752bed907c.jpg	roboflow_drago_v1_184_jpg.rf.760be8afbb51ffe0f664c3752bed907c.jpg	roboflow_drago_v1_184_jpg.rf.760be8afbb51ffe0f664c3752bed907c.txt	1	roboflow_drago_v1::roboflow_drago_v1_184_jpg	54fed77fea2ba8e53b955decd94d7fcdde035cee2a1481b585e63af0ef107c17	clean_val_scene	val_clean	
base_dataset	train	roboflow_drago_v1	Watermelon Detector.v1i.coco-segmentation\train\185_jpg.rf.f6d4bc3d1eeb7806276318708679e068.jpg	roboflow_drago_v1_185_jpg.rf.f6d4bc3d1eeb7806276318708679e068.jpg	roboflow_drago_v1_185_jpg.rf.f6d4bc3d1eeb7806276318708679e068.txt	1	roboflow_drago_v1::roboflow_drago_v1_185_jpg	db8e77f295508f7647cc64b7409b492d8f9c9df969eda8f4d89872f36bf3d370	exact_duplicate_within_train	train_clean	roboflow_drago_v1_185_jpg.rf.5b9585bcf742ee186bbeb0fa8c013d0a.jpg
base_dataset	train	roboflow_drago_v1	Watermelon Detector.v1i.coco-segmentation\train\187_jpg.rf.2282d3334e86fa129306f6b3fe790539.jpg	roboflow_drago_v1_187_jpg.rf.2282d3334e86fa129306f6b3fe790539.jpg	roboflow_drago_v1_187_jpg.rf.2282d3334e86fa129306f6b3fe790539.txt	1	roboflow_drago_v1::roboflow_drago_v1_187_jpg	3642a63f0d41f8b8c1c94d0ef6e150728bbf60cd5bf151a8e378940e7997db2b	protected_test_scene	test	
base_dataset	train	roboflow_drago_v1	Watermelon Detector.v1i.coco-segmentation\train\187_jpg.rf.4291e6fc3bbadc6a35806a9512741f27.jpg	roboflow_drago_v1_187_jpg.rf.4291e6fc3bbadc6a35806a9512741f27.jpg	roboflow_drago_v1_187_jpg.rf.4291e6fc3bbadc6a35806a9512741f27.txt	1	roboflow_drago_v1::roboflow_drago_v1_187_jpg	3642a63f0d41f8b8c1c94d0ef6e150728bbf60cd5bf151a8e378940e7997db2b	protected_test_scene	test	
base_dataset	train	roboflow_drago_v1	Watermelon Detector.v1i.coco-segmentation\train\198_jpg.rf.7f532117e05aa3688e63abd47cce890c.jpg	roboflow_drago_v1_198_jpg.rf.7f532117e05aa3688e63abd47cce890c.jpg	roboflow_drago_v1_198_jpg.rf.7f532117e05aa3688e63abd47cce890c.txt	1	roboflow_drago_v1::roboflow_drago_v1_198_jpg	d2fa84713e432e19e7692afc878a6e7d380aa905e67ed5550f4f7a2c58864b40	exact_duplicate_within_train	train_clean	roboflow_drago_v1_198_jpg.rf.4ea0ef38339f8e580707d86a09384887.jpg
base_dataset	train	roboflow_drago_v1	Watermelon Detector.v1i.coco-segmentation\train\203_jpg.rf.19fe653139b1c981be35b6e0cabf1d37.jpg	roboflow_drago_v1_203_jpg.rf.19fe653139b1c981be35b6e0cabf1d37.jpg	roboflow_drago_v1_203_jpg.rf.19fe653139b1c981be35b6e0cabf1d37.txt	1	roboflow_drago_v1::roboflow_drago_v1_203_jpg	e36e16088050bd0f0a2b215dde56add661faba2deea5a5049b56b1cebdd39986	protected_test_scene	test	
base_dataset	train	roboflow_drago_v1	Watermelon Detector.v1i.coco-segmentation\train\203_jpg.rf.a23cbbe7f73657d34599eda7a812eff9.jpg	roboflow_drago_v1_203_jpg.rf.a23cbbe7f73657d34599eda7a812eff9.jpg	roboflow_drago_v1_203_jpg.rf.a23cbbe7f73657d34599eda7a812eff9.txt	1	roboflow_drago_v1::roboflow_drago_v1_203_jpg	1b15cefda1c8fe23db11c7f97e52ba5d0d7b868f4ab44a7c2a9d549b3cb26159	protected_test_scene	test	
base_dataset	train	roboflow_drago_v1	Watermelon Detector.v1i.coco-segmentation\train\211_jpg.rf.75e91e7dfa5916ab64cd077e8133e7ee.jpg	roboflow_drago_v1_211_jpg.rf.75e91e7dfa5916ab64cd077e8133e7ee.jpg	roboflow_drago_v1_211_jpg.rf.75e91e7dfa5916ab64cd077e8133e7ee.txt	1	roboflow_drago_v1::roboflow_drago_v1_211_jpg	8fc947b9d960c0d6ca433404e3daf4d91cbf753ff4a671c6caa10bd870b0e757	exact_duplicate_within_train	train_clean	roboflow_drago_v1_211_jpg.rf.35fdbfe55872c75211530ded80d0f980.jpg
base_dataset	train	roboflow_drago_v1	Watermelon Detector.v1i.coco-segmentation\train\212_jpg.rf.51338b2185ebdfb40adc538d49835b27.jpg	roboflow_drago_v1_212_jpg.rf.51338b2185ebdfb40adc538d49835b27.jpg	roboflow_drago_v1_212_jpg.rf.51338b2185ebdfb40adc538d49835b27.txt	1	roboflow_drago_v1::roboflow_drago_v1_212_jpg	38ce8509710f1e0f5e3851c003b5c062394cc6cd9d7b6adf68f39e9ddbeac5a0	clean_val_scene_and_sha256	val_clean	
base_dataset	train	roboflow_drago_v1	Watermelon Detector.v1i.coco-segmentation\train\215_jpg.rf.b06612e3f82a2ac408acbf7f585f17b3.jpg	roboflow_drago_v1_215_jpg.rf.b06612e3f82a2ac408acbf7f585f17b3.jpg	roboflow_drago_v1_215_jpg.rf.b06612e3f82a2ac408acbf7f585f17b3.txt	1	roboflow_drago_v1::roboflow_drago_v1_215_jpg	eac022e6f8755ca7ed2c3d6fadce20cd3f1bc923cd15ee173f13c9a814626599	protected_test_scene_and_sha256	test	
base_dataset	train	roboflow_drago_v1	Watermelon Detector.v1i.coco-segmentation\train\215_jpg.rf.bef4049c601679431c4c9435dfd22b9e.jpg	roboflow_drago_v1_215_jpg.rf.bef4049c601679431c4c9435dfd22b9e.jpg	roboflow_drago_v1_215_jpg.rf.bef4049c601679431c4c9435dfd22b9e.txt	1	roboflow_drago_v1::roboflow_drago_v1_215_jpg	48fc08bb016f97b1a57104f5365ddd24515088e4935db21c52b6829324f8ca61	protected_test_scene	test	
base_dataset	train	roboflow_drago_v1	Watermelon Detector.v1i.coco-segmentation\train\218_jpg.rf.07a7c21eecd786e72ffcc2bead6eb0eb.jpg	roboflow_drago_v1_218_jpg.rf.07a7c21eecd786e72ffcc2bead6eb0eb.jpg	roboflow_drago_v1_218_jpg.rf.07a7c21eecd786e72ffcc2bead6eb0eb.txt	4	roboflow_drago_v1::roboflow_drago_v1_218_jpg	586fc7085b65fb1d7410feb914b5785bddfcfca2584a69d1b00097578c3ec302	clean_val_scene	val_clean	
base_dataset	train	roboflow_drago_v1	Watermelon Detector.v1i.coco-segmentation\train\218_jpg.rf.f2bd4548fd011648c9595234442b3d9b.jpg	roboflow_drago_v1_218_jpg.rf.f2bd4548fd011648c9595234442b3d9b.jpg	roboflow_drago_v1_218_jpg.rf.f2bd4548fd011648c9595234442b3d9b.txt	4	roboflow_drago_v1::roboflow_drago_v1_218_jpg	4a0022bca6e63b649a8765dd16d1b64905011bc64a5a68237e785078ce735cbe	clean_val_scene	val_clean	
base_dataset	train	roboflow_drago_v1	Watermelon Detector.v1i.coco-segmentation\train\220_jpg.rf.d96dbc01c371431d50a15829087d8805.jpg	roboflow_drago_v1_220_jpg.rf.d96dbc01c371431d50a15829087d8805.jpg	roboflow_drago_v1_220_jpg.rf.d96dbc01c371431d50a15829087d8805.txt	1	roboflow_drago_v1::roboflow_drago_v1_220_jpg	49b4bb18de5983f6debc63db033791b6617958b936a9d49964827cd91fd558dd	exact_duplicate_within_train	train_clean	roboflow_drago_v1_220_jpg.rf.0699d63e4e4246e13f14f931f0ff3701.jpg
base_dataset	train	roboflow_drago_v1	Watermelon Detector.v1i.coco-segmentation\train\222_jpg.rf.15b734af1af11aa095fb08adc83cafc1.jpg	roboflow_drago_v1_222_jpg.rf.15b734af1af11aa095fb08adc83cafc1.jpg	roboflow_drago_v1_222_jpg.rf.15b734af1af11aa095fb08adc83cafc1.txt	1	roboflow_drago_v1::roboflow_drago_v1_222_jpg	3374854df796ad532dd7df96b359e4adbdc0ce875d5c3bef65553b879fbce858	clean_val_scene	val_clean	
base_dataset	train	roboflow_drago_v1	Watermelon Detector.v1i.coco-segmentation\train\222_jpg.rf.7232ac038bc68b1b5c9d97059145e183.jpg	roboflow_drago_v1_222_jpg.rf.7232ac038bc68b1b5c9d97059145e183.jpg	roboflow_drago_v1_222_jpg.rf.7232ac038bc68b1b5c9d97059145e183.txt	1	roboflow_drago_v1::roboflow_drago_v1_222_jpg	5f05b831c0a3599fc6edea7fecfc94f0a06d4a1703324e135edc360d212e8960	clean_val_scene	val_clean	
base_dataset	train	roboflow_drago_v1	Watermelon Detector.v1i.coco-segmentation\train\225_jpg.rf.8bef478ce3fc3ba3c1d76e47d1659656.jpg	roboflow_drago_v1_225_jpg.rf.8bef478ce3fc3ba3c1d76e47d1659656.jpg	roboflow_drago_v1_225_jpg.rf.8bef478ce3fc3ba3c1d76e47d1659656.txt	1	roboflow_drago_v1::roboflow_drago_v1_225_jpg	61078f4a5ba84138f0425ede3937a721c4bed594b86f6ef8d3b11da699607276	exact_duplicate_within_train	train_clean	roboflow_drago_v1_225_jpg.rf.62f2eb0432e0615a3444796ebcd530b5.jpg
base_dataset	train	roboflow_drago_v1	Watermelon Detector.v1i.coco-segmentation\train\226_jpg.rf.bf97ade3d2eaf1dec06af9f1503f5f06.jpg	roboflow_drago_v1_226_jpg.rf.bf97ade3d2eaf1dec06af9f1503f5f06.jpg	roboflow_drago_v1_226_jpg.rf.bf97ade3d2eaf1dec06af9f1503f5f06.txt	1	roboflow_drago_v1::roboflow_drago_v1_226_jpg	695794e353f026240b1d5ef65c1528353a3b83d930fc837fa9b947cce5b3b4a1	exact_duplicate_within_train	train_clean	roboflow_drago_v1_226_jpg.rf.7f5c91d532c83b1bcec09ffe1d8278be.jpg
base_dataset	train	roboflow_drago_v1	Watermelon Detector.v1i.coco-segmentation\train\227_jpg.rf.61078578d27ba112d4b1c35c553269ae.jpg	roboflow_drago_v1_227_jpg.rf.61078578d27ba112d4b1c35c553269ae.jpg	roboflow_drago_v1_227_jpg.rf.61078578d27ba112d4b1c35c553269ae.txt	3	roboflow_drago_v1::roboflow_drago_v1_227_jpg	4a72988690dc5b28029c7c77f8447166a4dbad697e4a1a915cde599d1204426e	protected_test_scene	test	
base_dataset	train	roboflow_drago_v1	Watermelon Detector.v1i.coco-segmentation\train\232_jpg.rf.05b77c5bff9562f5fd34b076fee4c66c.jpg	roboflow_drago_v1_232_jpg.rf.05b77c5bff9562f5fd34b076fee4c66c.jpg	roboflow_drago_v1_232_jpg.rf.05b77c5bff9562f5fd34b076fee4c66c.txt	1	roboflow_drago_v1::roboflow_drago_v1_232_jpg	86709c542eecd4cea935409ddef6ecb1ad4152ace56bd3e27fea85ecc8ddf2ce	clean_val_scene_and_sha256	val_clean	
base_dataset	train	roboflow_drago_v1	Watermelon Detector.v1i.coco-segmentation\train\232_jpg.rf.269a6d7f0df9e6fa8a597031ea3aac91.jpg	roboflow_drago_v1_232_jpg.rf.269a6d7f0df9e6fa8a597031ea3aac91.jpg	roboflow_drago_v1_232_jpg.rf.269a6d7f0df9e6fa8a597031ea3aac91.txt	1	roboflow_drago_v1::roboflow_drago_v1_232_jpg	c810fc65fdb0e51f99002d655750c6e3426e666cced3dd798e77ff9e1a01a242	clean_val_scene	val_clean	
base_dataset	train	roboflow_drago_v1	Watermelon Detector.v1i.coco-segmentation\train\233_jpg.rf.0fb0d8ddfbef3143acf11a9bcff3bfbe.jpg	roboflow_drago_v1_233_jpg.rf.0fb0d8ddfbef3143acf11a9bcff3bfbe.jpg	roboflow_drago_v1_233_jpg.rf.0fb0d8ddfbef3143acf11a9bcff3bfbe.txt	1	roboflow_drago_v1::roboflow_drago_v1_233_jpg	9f7f4e3875c205b6784df7947e76efd03e3fc6d9d1042db0c4663f3586b132e3	protected_test_scene	test	
base_dataset	train	roboflow_drago_v1	Watermelon Detector.v1i.coco-segmentation\train\233_jpg.rf.0fcc48ffc18441a9691bcc7a2ea4d790.jpg	roboflow_drago_v1_233_jpg.rf.0fcc48ffc18441a9691bcc7a2ea4d790.jpg	roboflow_drago_v1_233_jpg.rf.0fcc48ffc18441a9691bcc7a2ea4d790.txt	1	roboflow_drago_v1::roboflow_drago_v1_233_jpg	61bb8f7d62c22395c66ac4d9b23f42bbf6a86ea278739042b32aee28906d5d8c	protected_test_scene	test	
base_dataset	train	roboflow_drago_v1	Watermelon Detector.v1i.coco-segmentation\train\242_jpg.rf.7669ce5050ba96e9a8021e346faa3d81.jpg	roboflow_drago_v1_242_jpg.rf.7669ce5050ba96e9a8021e346faa3d81.jpg	roboflow_drago_v1_242_jpg.rf.7669ce5050ba96e9a8021e346faa3d81.txt	1	roboflow_drago_v1::roboflow_drago_v1_242_jpg	bb6a095dc211be020c7ae7f0357dbb65d43632f953330e59a32c8461f3a039b7	protected_test_scene	test	
base_dataset	train	roboflow_drago_v1	Watermelon Detector.v1i.coco-segmentation\train\242_jpg.rf.c1f871e912778af832e1b2ea9d7078fa.jpg	roboflow_drago_v1_242_jpg.rf.c1f871e912778af832e1b2ea9d7078fa.jpg	roboflow_drago_v1_242_jpg.rf.c1f871e912778af832e1b2ea9d7078fa.txt	1	roboflow_drago_v1::roboflow_drago_v1_242_jpg	bb6a095dc211be020c7ae7f0357dbb65d43632f953330e59a32c8461f3a039b7	protected_test_scene	test	
base_dataset	train	roboflow_drago_v1	Watermelon Detector.v1i.coco-segmentation\train\24_jpg.rf.83a470a8409808a8c0a04b5fd7af0076.jpg	roboflow_drago_v1_24_jpg.rf.83a470a8409808a8c0a04b5fd7af0076.jpg	roboflow_drago_v1_24_jpg.rf.83a470a8409808a8c0a04b5fd7af0076.txt	1	roboflow_drago_v1::roboflow_drago_v1_24_jpg	3a422ec269e3a5e8c27dd3fc80be862ba250c057a1b56a8b5564334ed9e93235	exact_duplicate_within_train	train_clean	roboflow_drago_v1_24_jpg.rf.139ebe062363aa59942e22d43ec3aac1.jpg
base_dataset	train	roboflow_drago_v1	Watermelon Detector.v1i.coco-segmentation\train\270_jpg.rf.cb5f4d9d5cd1166fcb3e0b236ecd221f.jpg	roboflow_drago_v1_270_jpg.rf.cb5f4d9d5cd1166fcb3e0b236ecd221f.jpg	roboflow_drago_v1_270_jpg.rf.cb5f4d9d5cd1166fcb3e0b236ecd221f.txt	1	roboflow_drago_v1::roboflow_drago_v1_270_jpg	b5691c08ed2642ab7e0078e3738638da08f9ec8cd22c2cc2562a0255dd8d95da	exact_duplicate_within_train	train_clean	roboflow_drago_v1_270_jpg.rf.897a5cc4abd7c27e88abca34cf80998e.jpg
base_dataset	train	roboflow_drago_v1	Watermelon Detector.v1i.coco-segmentation\train\272_jpg.rf.d463eea902ed1d383c33a65d27daa002.jpg	roboflow_drago_v1_272_jpg.rf.d463eea902ed1d383c33a65d27daa002.jpg	roboflow_drago_v1_272_jpg.rf.d463eea902ed1d383c33a65d27daa002.txt	1	roboflow_drago_v1::roboflow_drago_v1_272_jpg	b7ad7c4f40b4726443e35ff3326205d158f1d825f525e53c39dc7cf28976a5f1	exact_duplicate_within_train	train_clean	roboflow_drago_v1_272_jpg.rf.07b7f24fde9a0835ba7b2b9804a31e53.jpg
base_dataset	train	roboflow_drago_v1	Watermelon Detector.v1i.coco-segmentation\train\279_jpg.rf.bad877ccf35cf403aff1276a9fb2a923.jpg	roboflow_drago_v1_279_jpg.rf.bad877ccf35cf403aff1276a9fb2a923.jpg	roboflow_drago_v1_279_jpg.rf.bad877ccf35cf403aff1276a9fb2a923.txt	1	roboflow_drago_v1::roboflow_drago_v1_279_jpg	fc2bcbfc4be72b522f0af5a99270f7ab54895abe1913b1372efdd2f916436eb5	exact_duplicate_within_train	train_clean	roboflow_drago_v1_279_jpg.rf.12e314ee3a50739b601fe87d1b13e6b2.jpg
base_dataset	train	roboflow_drago_v1	Watermelon Detector.v1i.coco-segmentation\train\281_jpg.rf.8141815dfd8dfedffe690b326e603e87.jpg	roboflow_drago_v1_281_jpg.rf.8141815dfd8dfedffe690b326e603e87.jpg	roboflow_drago_v1_281_jpg.rf.8141815dfd8dfedffe690b326e603e87.txt	1	roboflow_drago_v1::roboflow_drago_v1_281_jpg	7b63743c521b7df31ad8b10fa69b998a810f8ed72339367342f94f2f9ec65ea8	clean_val_scene	val_clean	
