hard_negative_image	source_image	split	source	prediction_index	confidence	pred_area_ratio	best_gt_iou	max_gt_crop_overlap	crop_x1	crop_y1	crop_x2	crop_y2
D:/MelonDataset/watermelon_seg/exports/hard_negative_team128_runs15_trainval/images/train/hardneg_train_00024_roboflow_team128_v5_IMG_0451_jpg.rf.036f2b1d8423bcb53d0521767bce0e94.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0451_jpg.rf.036f2b1d8423bcb53d0521767bce0e94.jpg	train	roboflow_team128_v5	5	0.167165	0.003033	0.000000	0.003454	1810	876	2194	1260
D:/MelonDataset/watermelon_seg/exports/hard_negative_team128_runs15_trainval/images/train/hardneg_train_00025_roboflow_team128_v5_IMG_0453_jpg.rf.604eb6762699fcffbe3e291a12cdcf18.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0453_jpg.rf.604eb6762699fcffbe3e291a12cdcf18.jpg	train	roboflow_team128_v5	1	0.194993	0.003391	0.000000	0.000000	2640	611	3024	995
D:/MelonDataset/watermelon_seg/exports/hard_negative_team128_runs15_trainval/images/train/hardneg_train_00026_roboflow_team128_v5_IMG_0453_jpg.rf.604eb6762699fcffbe3e291a12cdcf18.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0453_jpg.rf.604eb6762699fcffbe3e291a12cdcf18.jpg	train	roboflow_team128_v5	2	0.134593	0.000599	0.000000	0.000000	2509	0	2786	277
D:/MelonDataset/watermelon_seg/exports/hard_negative_team128_runs15_trainval/images/train/hardneg_train_00027_roboflow_team128_v5_IMG_0462_jpg.rf.f729635d2b18eea82f15592cb1f566ef.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0462_jpg.rf.f729635d2b18eea82f15592cb1f566ef.jpg	train	roboflow_team128_v5	3	0.448349	0.001781	0.000000	0.000000	1094	225	1478	609
D:/MelonDataset/watermelon_seg/exports/hard_negative_team128_runs15_trainval/images/train/hardneg_train_00028_roboflow_team128_v5_IMG_0473_jpg.rf.1aaaa16ce14ba886b792c724639a9868.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0473_jpg.rf.1aaaa16ce14ba886b792c724639a9868.jpg	train	roboflow_team128_v5	1	0.183229	0.007580	0.000000	0.000000	411	1611	795	1995
D:/MelonDataset/watermelon_seg/exports/hard_negative_team128_runs15_trainval/images/train/hardneg_train_00029_roboflow_team128_v5_IMG_0475_jpg.rf.ddd1bec14915085af67bb6d144f47960.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0475_jpg.rf.ddd1bec14915085af67bb6d144f47960.jpg	train	roboflow_team128_v5	2	0.153073	0.000587	0.000000	0.000000	2651	2173	3024	2546
D:/MelonDataset/watermelon_seg/exports/hard_negative_team128_runs15_trainval/images/train/hardneg_train_00030_roboflow_team128_v5_IMG_0480_jpg.rf.ba506999e19d6dc484e5685acc4ce939.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0480_jpg.rf.ba506999e19d6dc484e5685acc4ce939.jpg	train	roboflow_team128_v5	2	0.765846	0.005177	0.000000	0.000000	750	697	1134	1081
D:/MelonDataset/watermelon_seg/exports/hard_negative_team128_runs15_trainval/images/train/hardneg_train_00031_roboflow_team128_v5_IMG_0481_jpg.rf.c92b3fecf71079a9fdb7b0024481a75b.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0481_jpg.rf.c92b3fecf71079a9fdb7b0024481a75b.jpg	train	roboflow_team128_v5	1	0.596941	0.004852	0.000000	0.000000	0	1988	384	2372
D:/MelonDataset/watermelon_seg/exports/hard_negative_team128_runs15_trainval/images/train/hardneg_train_00032_roboflow_team128_v5_IMG_0481_jpg.rf.c92b3fecf71079a9fdb7b0024481a75b.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0481_jpg.rf.c92b3fecf71079a9fdb7b0024481a75b.jpg	train	roboflow_team128_v5	2	0.153242	0.005363	0.000000	0.000000	362	3648	746	4032
D:/MelonDataset/watermelon_seg/exports/hard_negative_team128_runs15_trainval/images/train/hardneg_train_00033_roboflow_team128_v5_IMG_0484_jpg.rf.50cccf3ec2edcae079f1d19048079dc8.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0484_jpg.rf.50cccf3ec2edcae079f1d19048079dc8.jpg	train	roboflow_team128_v5	1	0.479445	0.006355	0.000000	0.000000	1694	0	2078	384
D:/MelonDataset/watermelon_seg/exports/hard_negative_team128_runs15_trainval/images/train/hardneg_train_00034_roboflow_team128_v5_IMG_0487_jpg.rf.9d0b18e31943d6a16aac8f1b19d9baba.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0487_jpg.rf.9d0b18e31943d6a16aac8f1b19d9baba.jpg	train	roboflow_team128_v5	1	0.418390	0.051289	0.000000	0.000000	267	1170	651	1554
D:/MelonDataset/watermelon_seg/exports/hard_negative_team128_runs15_trainval/images/train/hardneg_train_00035_roboflow_team128_v5_IMG_0487_jpg.rf.9d0b18e31943d6a16aac8f1b19d9baba.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0487_jpg.rf.9d0b18e31943d6a16aac8f1b19d9baba.jpg	train	roboflow_team128_v5	2	0.320087	0.040607	0.000000	0.000000	267	907	651	1291
D:/MelonDataset/watermelon_seg/exports/hard_negative_team128_runs15_trainval/images/train/hardneg_train_00036_roboflow_team128_v5_IMG_0487_jpg.rf.9d0b18e31943d6a16aac8f1b19d9baba.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0487_jpg.rf.9d0b18e31943d6a16aac8f1b19d9baba.jpg	train	roboflow_team128_v5	3	0.298698	0.009674	0.000000	0.000000	445	708	829	1092
D:/MelonDataset/watermelon_seg/exports/hard_negative_team128_runs15_trainval/images/train/hardneg_train_00037_roboflow_team128_v5_IMG_0488_jpg.rf.e16dadb1c76c83222065564ad3029ca0.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0488_jpg.rf.e16dadb1c76c83222065564ad3029ca0.jpg	train	roboflow_team128_v5	1	0.533849	0.005608	0.000000	0.000000	821	414	1205	798
D:/MelonDataset/watermelon_seg/exports/hard_negative_team128_runs15_trainval/images/train/hardneg_train_00038_roboflow_team128_v5_IMG_0490_jpg.rf.339b153323178a5b82aa259fd0697730.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0490_jpg.rf.339b153323178a5b82aa259fd0697730.jpg	train	roboflow_team128_v5	1	0.461397	0.016705	0.000000	0.000000	1821	1564	2205	1948
D:/MelonDataset/watermelon_seg/exports/hard_negative_team128_runs15_trainval/images/train/hardneg_train_00039_roboflow_team128_v5_IMG_0495_jpg.rf.843aa8711b282635ef2f04c71bc85c1c.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0495_jpg.rf.843aa8711b282635ef2f04c71bc85c1c.jpg	train	roboflow_team128_v5	1	0.231176	0.003563	0.000000	0.000000	855	0	1239	384
D:/MelonDataset/watermelon_seg/exports/hard_negative_team128_runs15_trainval/images/train/hardneg_train_00040_roboflow_team128_v5_IMG_0498_jpg.rf.c35abee359063858c89dcf4f1e8ce160.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0498_jpg.rf.c35abee359063858c89dcf4f1e8ce160.jpg	train	roboflow_team128_v5	0	0.810845	0.019333	0.000000	0.000000	1348	1401	1732	1785
D:/MelonDataset/watermelon_seg/exports/hard_negative_team128_runs15_trainval/images/train/hardneg_train_00041_roboflow_team128_v5_IMG_0498_jpg.rf.c35abee359063858c89dcf4f1e8ce160.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0498_jpg.rf.c35abee359063858c89dcf4f1e8ce160.jpg	train	roboflow_team128_v5	3	0.197257	0.002789	0.000000	0.000000	3259	131	3643	515
D:/MelonDataset/watermelon_seg/exports/hard_negative_team128_runs15_trainval/images/train/hardneg_train_00042_roboflow_team128_v5_IMG_0500_jpg.rf.4c3568046abe80c67b89ee6cd2d1fec9.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0500_jpg.rf.4c3568046abe80c67b89ee6cd2d1fec9.jpg	train	roboflow_team128_v5	2	0.301007	0.002937	0.000000	0.000000	3353	2587	3737	2971
D:/MelonDataset/watermelon_seg/exports/hard_negative_team128_runs15_trainval/images/train/hardneg_train_00043_roboflow_team128_v5_IMG_0501_jpg.rf.3e68b0973c0fc5768ba8056f17dec273.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0501_jpg.rf.3e68b0973c0fc5768ba8056f17dec273.jpg	train	roboflow_team128_v5	1	0.317521	0.006153	0.000000	0.000000	173	0	557	384
D:/MelonDataset/watermelon_seg/exports/hard_negative_team128_runs15_trainval/images/train/hardneg_train_00044_roboflow_team128_v5_IMG_0502_jpg.rf.1b3482825b57249215013be33fe8113f.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0502_jpg.rf.1b3482825b57249215013be33fe8113f.jpg	train	roboflow_team128_v5	1	0.177872	0.002407	0.000000	0.000000	0	96	384	480
D:/MelonDataset/watermelon_seg/exports/hard_negative_team128_runs15_trainval/images/train/hardneg_train_00045_roboflow_team128_v5_IMG_0505_jpg.rf.784dd194d89fa557487e9d831a789f72.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0505_jpg.rf.784dd194d89fa557487e9d831a789f72.jpg	train	roboflow_team128_v5	1	0.395831	0.001034	0.000000	0.000000	761	2660	1020	2919
D:/MelonDataset/watermelon_seg/exports/hard_negative_team128_runs15_trainval/images/train/hardneg_train_00046_roboflow_team128_v5_IMG_0505_jpg.rf.784dd194d89fa557487e9d831a789f72.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0505_jpg.rf.784dd194d89fa557487e9d831a789f72.jpg	train	roboflow_team128_v5	2	0.167629	0.002892	0.000000	0.000000	758	2640	1142	3024
D:/MelonDataset/watermelon_seg/exports/hard_negative_team128_runs15_trainval/images/train/hardneg_train_00047_roboflow_team128_v5_IMG_0506_jpg.rf.64f397a784cf0727a56c20cb732be10e.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0506_jpg.rf.64f397a784cf0727a56c20cb732be10e.jpg	train	roboflow_team128_v5	1	0.282793	0.008427	0.000000	0.000000	1180	1159	1564	1543
D:/MelonDataset/watermelon_seg/exports/hard_negative_team128_runs15_trainval/images/train/hardneg_train_00048_roboflow_team128_v5_IMG_0506_jpg.rf.64f397a784cf0727a56c20cb732be10e.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0506_jpg.rf.64f397a784cf0727a56c20cb732be10e.jpg	train	roboflow_team128_v5	2	0.162223	0.000816	0.000000	0.000000	1033	0	1272	239
D:/MelonDataset/watermelon_seg/exports/hard_negative_team128_runs15_trainval/images/train/hardneg_train_00049_roboflow_team128_v5_IMG_0509_jpg.rf.eb36b49bbff420ead4bb2f1835bc5c7d.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0509_jpg.rf.eb36b49bbff420ead4bb2f1835bc5c7d.jpg	train	roboflow_team128_v5	1	0.205840	0.001026	0.000000	0.000000	0	1280	333	1613
D:/MelonDataset/watermelon_seg/exports/hard_negative_team128_runs15_trainval/images/train/hardneg_train_00050_roboflow_team128_v5_IMG_0515_jpg.rf.05a57f7ae410c4822868943be2901045.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0515_jpg.rf.05a57f7ae410c4822868943be2901045.jpg	train	roboflow_team128_v5	1	0.747213	0.018932	0.000000	0.000000	2461	78	2845	462
D:/MelonDataset/watermelon_seg/exports/hard_negative_team128_runs15_trainval/images/train/hardneg_train_00051_roboflow_team128_v5_IMG_0515_jpg.rf.05a57f7ae410c4822868943be2901045.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0515_jpg.rf.05a57f7ae410c4822868943be2901045.jpg	train	roboflow_team128_v5	3	0.299264	0.002132	0.000000	0.000000	2198	47	2582	431
D:/MelonDataset/watermelon_seg/exports/hard_negative_team128_runs15_trainval/images/train/hardneg_train_00052_roboflow_team128_v5_IMG_0520_jpg.rf.1cfcd172124423c85d09579a6b85dce1.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0520_jpg.rf.1cfcd172124423c85d09579a6b85dce1.jpg	train	roboflow_team128_v5	2	0.166991	0.001724	0.000000	0.000000	2640	425	3024	809
D:/MelonDataset/watermelon_seg/exports/hard_negative_team128_runs15_trainval/images/train/hardneg_train_00053_roboflow_team128_v5_IMG_0525_jpg.rf.3f49044d3c0e1faf4ebf83a2d50f5df6.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0525_jpg.rf.3f49044d3c0e1faf4ebf83a2d50f5df6.jpg	train	roboflow_team128_v5	1	0.617594	0.039181	0.000000	0.000000	2114	1768	2498	2152
D:/MelonDataset/watermelon_seg/exports/hard_negative_team128_runs15_trainval/images/train/hardneg_train_00054_roboflow_team128_v5_IMG_0525_jpg.rf.3f49044d3c0e1faf4ebf83a2d50f5df6.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0525_jpg.rf.3f49044d3c0e1faf4ebf83a2d50f5df6.jpg	train	roboflow_team128_v5	2	0.327247	0.005493	0.000000	0.000000	2093	3603	2477	3987
D:/MelonDataset/watermelon_seg/exports/hard_negative_team128_runs15_trainval/images/train/hardneg_train_00055_roboflow_team128_v5_IMG_0525_jpg.rf.3f49044d3c0e1faf4ebf83a2d50f5df6.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0525_jpg.rf.3f49044d3c0e1faf4ebf83a2d50f5df6.jpg	train	roboflow_team128_v5	4	0.171700	0.011074	0.000000	0.000000	2240	1495	2624	1879
D:/MelonDataset/watermelon_seg/exports/hard_negative_team128_runs15_trainval/images/train/hardneg_train_00056_roboflow_team128_v5_IMG_0526_jpg.rf.31bf045a38ebf33c7656c52b12f96add.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0526_jpg.rf.31bf045a38ebf33c7656c52b12f96add.jpg	train	roboflow_team128_v5	2	0.222146	0.016186	0.000000	0.000000	10	3448	394	3832
D:/MelonDataset/watermelon_seg/exports/hard_negative_team128_runs15_trainval/images/train/hardneg_train_00057_roboflow_team128_v5_IMG_0535_jpg.rf.310f07a7c35dfd782cd28814734af3fd.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0535_jpg.rf.310f07a7c35dfd782cd28814734af3fd.jpg	train	roboflow_team128_v5	1	0.298987	0.011009	0.000000	0.000000	1317	3406	1701	3790
D:/MelonDataset/watermelon_seg/exports/hard_negative_team128_runs15_trainval/images/train/hardneg_train_00058_roboflow_team128_v5_IMG_0536_jpg.rf.534e995111525fa33a598464a05ee9ae.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0536_jpg.rf.534e995111525fa33a598464a05ee9ae.jpg	train	roboflow_team128_v5	1	0.189600	0.005672	0.000000	0.000000	1631	3185	2015	3569
D:/MelonDataset/watermelon_seg/exports/hard_negative_team128_runs15_trainval/images/train/hardneg_train_00059_roboflow_team128_v5_IMG_0539_jpg.rf.2dc067d7e41f053887599101197c181d.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0539_jpg.rf.2dc067d7e41f053887599101197c181d.jpg	train	roboflow_team128_v5	0	0.778880	0.005455	0.000000	0.000000	2640	36	3024	420
D:/MelonDataset/watermelon_seg/exports/hard_negative_team128_runs15_trainval/images/train/hardneg_train_00060_roboflow_team128_v5_IMG_0541_jpg.rf.34b854cc587390ee5b35b2129035262b.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0541_jpg.rf.34b854cc587390ee5b35b2129035262b.jpg	train	roboflow_team128_v5	2	0.539024	0.009323	0.000000	0.000000	1348	503	1732	887
D:/MelonDataset/watermelon_seg/exports/hard_negative_team128_runs15_trainval/images/train/hardneg_train_00061_roboflow_team128_v5_IMG_0542_jpg.rf.484010233cd8cee7463ae522dae6076b.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0542_jpg.rf.484010233cd8cee7463ae522dae6076b.jpg	train	roboflow_team128_v5	2	0.620251	0.011806	0.000000	0.000000	540	690	924	1074
