hard_negative_image	source_image	split	source	prediction_index	confidence	pred_area_ratio	best_gt_iou	max_gt_crop_overlap	crop_x1	crop_y1	crop_x2	crop_y2
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00015_roboflow_team128_v5_IMG_0339_jpg.rf.89a6c1d46eb27313c9018c17c3c61d4b.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0339_jpg.rf.89a6c1d46eb27313c9018c17c3c61d4b.jpg	train	roboflow_team128_v5	5	0.105503	0.003681	0.000000	0.000000	2640	2849	3024	3233
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00016_roboflow_team128_v5_IMG_0346_jpg.rf.d1fe4dc257642712b5258cf08dbbe657.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0346_jpg.rf.d1fe4dc257642712b5258cf08dbbe657.jpg	train	roboflow_team128_v5	3	0.086018	0.001148	0.000000	0.000000	1872	0	2169	297
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00017_roboflow_team128_v5_IMG_0359_jpg.rf.b0a8b9023f0e6ecf6cf8b0e6d6b10d8c.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0359_jpg.rf.b0a8b9023f0e6ecf6cf8b0e6d6b10d8c.jpg	train	roboflow_team128_v5	1	0.076075	0.000938	0.000000	0.000000	2640	1926	3024	2310
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00018_roboflow_team128_v5_IMG_0366_jpg.rf.c28505246f7823592d85fd0901e18b4a.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0366_jpg.rf.c28505246f7823592d85fd0901e18b4a.jpg	train	roboflow_team128_v5	3	0.478223	0.003750	0.000000	0.000000	0	133	384	517
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00019_roboflow_team128_v5_IMG_0366_jpg.rf.c28505246f7823592d85fd0901e18b4a.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0366_jpg.rf.c28505246f7823592d85fd0901e18b4a.jpg	train	roboflow_team128_v5	14	0.096765	0.006214	0.000000	0.000000	0	1810	384	2194
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00020_roboflow_team128_v5_IMG_0369_jpg.rf.65a22cf6aa5e3a77a6e7713e0e1ea491.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0369_jpg.rf.65a22cf6aa5e3a77a6e7713e0e1ea491.jpg	train	roboflow_team128_v5	1	0.148081	0.001797	0.000000	0.000000	220	0	604	384
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00021_roboflow_team128_v5_IMG_0369_jpg.rf.65a22cf6aa5e3a77a6e7713e0e1ea491.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0369_jpg.rf.65a22cf6aa5e3a77a6e7713e0e1ea491.jpg	train	roboflow_team128_v5	2	0.080025	0.004990	0.000000	0.000000	204	1107	588	1491
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00022_roboflow_team128_v5_IMG_0370_jpg.rf.218b545be15d6742fc61e676ba845c07.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0370_jpg.rf.218b545be15d6742fc61e676ba845c07.jpg	train	roboflow_team128_v5	7	0.154924	0.002720	0.000000	0.000000	2629	3448	3013	3832
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00023_roboflow_team128_v5_IMG_0371_jpg.rf.a47e2e2bb024e0df746e6b41d8dfbe9d.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0371_jpg.rf.a47e2e2bb024e0df746e6b41d8dfbe9d.jpg	train	roboflow_team128_v5	1	0.440431	0.037697	0.000000	0.000000	1925	196	2309	580
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00024_roboflow_team128_v5_IMG_0371_jpg.rf.a47e2e2bb024e0df746e6b41d8dfbe9d.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0371_jpg.rf.a47e2e2bb024e0df746e6b41d8dfbe9d.jpg	train	roboflow_team128_v5	2	0.224462	0.009228	0.000000	0.000000	1694	5	2078	389
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00025_roboflow_team128_v5_IMG_0372_jpg.rf.96bcf3abd5ed59e1eff1cf9cd4907fde.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0372_jpg.rf.96bcf3abd5ed59e1eff1cf9cd4907fde.jpg	train	roboflow_team128_v5	1	0.122973	0.001678	0.000000	0.000000	2640	2356	3024	2740
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00026_roboflow_team128_v5_IMG_0372_jpg.rf.96bcf3abd5ed59e1eff1cf9cd4907fde.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0372_jpg.rf.96bcf3abd5ed59e1eff1cf9cd4907fde.jpg	train	roboflow_team128_v5	2	0.082832	0.003658	0.000000	0.000000	2135	1222	2519	1606
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00027_roboflow_team128_v5_IMG_0373_jpg.rf.73716c12e0cddc6f06e6904b2ce8ac54.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0373_jpg.rf.73716c12e0cddc6f06e6904b2ce8ac54.jpg	train	roboflow_team128_v5	1	0.214918	0.004307	0.000000	0.000000	1967	1338	2351	1722
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00028_roboflow_team128_v5_IMG_0373_jpg.rf.73716c12e0cddc6f06e6904b2ce8ac54.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0373_jpg.rf.73716c12e0cddc6f06e6904b2ce8ac54.jpg	train	roboflow_team128_v5	2	0.121496	0.004665	0.000000	0.000000	2555	1789	2939	2173
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00029_roboflow_team128_v5_IMG_0375_jpg.rf.22d608e64100b93679da0f46aec2daab.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0375_jpg.rf.22d608e64100b93679da0f46aec2daab.jpg	train	roboflow_team128_v5	2	0.855607	0.016785	0.000000	0.000000	246	0	630	384
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00030_roboflow_team128_v5_IMG_0375_jpg.rf.22d608e64100b93679da0f46aec2daab.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0375_jpg.rf.22d608e64100b93679da0f46aec2daab.jpg	train	roboflow_team128_v5	4	0.083256	0.000950	0.000000	0.000000	521	872	798	1149
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00031_roboflow_team128_v5_IMG_0376_jpg.rf.c8a98f78530a9f174082bebc827d3aec.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0376_jpg.rf.c8a98f78530a9f174082bebc827d3aec.jpg	train	roboflow_team128_v5	5	0.097878	0.000736	0.000000	0.000000	2729	1729	3024	2024
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00032_roboflow_team128_v5_IMG_0380_jpg.rf.1ef35282ebdd882be5aedca82c789d01.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0380_jpg.rf.1ef35282ebdd882be5aedca82c789d01.jpg	train	roboflow_team128_v5	1	0.317605	0.006531	0.000000	0.000000	99	68	483	452
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00033_roboflow_team128_v5_IMG_0385_jpg.rf.60f9dc6a3761eff2055bbe86a718cdb9.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0385_jpg.rf.60f9dc6a3761eff2055bbe86a718cdb9.jpg	train	roboflow_team128_v5	6	0.081490	0.002811	0.000000	0.000000	2366	1327	2750	1711
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00034_roboflow_team128_v5_IMG_0387_jpg.rf.22696b4752bea3ef1a0cc15ce2e90251.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0387_jpg.rf.22696b4752bea3ef1a0cc15ce2e90251.jpg	train	roboflow_team128_v5	2	0.652426	0.007309	0.000000	0.000000	1107	3648	1491	4032
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00035_roboflow_team128_v5_IMG_0397_jpg.rf.936775a022f10c399d7a691f1729c536.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0397_jpg.rf.936775a022f10c399d7a691f1729c536.jpg	train	roboflow_team128_v5	2	0.181903	0.002861	0.000000	0.000000	341	2534	725	2918
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00036_roboflow_team128_v5_IMG_0398_jpg.rf.361fdde7c036b40581021944568dabbd.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0398_jpg.rf.361fdde7c036b40581021944568dabbd.jpg	train	roboflow_team128_v5	2	0.083707	0.009602	0.000000	0.000000	561	3648	945	4032
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00037_roboflow_team128_v5_IMG_0403_jpg.rf.bd5df570cdf1f653425c3fb4f49b5a3c.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0403_jpg.rf.bd5df570cdf1f653425c3fb4f49b5a3c.jpg	train	roboflow_team128_v5	1	0.205393	0.000912	0.000000	0.000000	0	61	335	396
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00038_roboflow_team128_v5_IMG_0403_jpg.rf.bd5df570cdf1f653425c3fb4f49b5a3c.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0403_jpg.rf.bd5df570cdf1f653425c3fb4f49b5a3c.jpg	train	roboflow_team128_v5	2	0.108487	0.000591	0.000000	0.000000	2822	3830	3024	4032
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00039_roboflow_team128_v5_IMG_0406_jpg.rf.27ac02cfa4a093b7ec39ed20b54c6ad2.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0406_jpg.rf.27ac02cfa4a093b7ec39ed20b54c6ad2.jpg	train	roboflow_team128_v5	1	0.122384	0.004154	0.000000	0.000000	697	3648	1081	4032
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00040_roboflow_team128_v5_IMG_0407_jpg.rf.c291f60637b4c8090a668b491e1d1415.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0407_jpg.rf.c291f60637b4c8090a668b491e1d1415.jpg	train	roboflow_team128_v5	1	0.808988	0.006008	0.000000	0.000000	1558	0	1942	384
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00041_roboflow_team128_v5_IMG_0407_jpg.rf.c291f60637b4c8090a668b491e1d1415.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0407_jpg.rf.c291f60637b4c8090a668b491e1d1415.jpg	train	roboflow_team128_v5	2	0.088505	0.002998	0.000000	0.000000	2651	2908	3024	3281
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00042_roboflow_team128_v5_IMG_0408_jpg.rf.091c760cd5101a0a037004214fec631c.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0408_jpg.rf.091c760cd5101a0a037004214fec631c.jpg	train	roboflow_team128_v5	1	0.347367	0.002701	0.000000	0.000000	1925	1621	2309	2005
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00043_roboflow_team128_v5_IMG_0412_jpg.rf.2f9cac9219bc4537281fedaada21a690.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0412_jpg.rf.2f9cac9219bc4537281fedaada21a690.jpg	train	roboflow_team128_v5	5	0.100710	0.001556	0.000000	0.000000	1264	1653	1648	2037
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00044_roboflow_team128_v5_IMG_0413_jpg.rf.2e2c71e25304fae8674c84820e658334.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0413_jpg.rf.2e2c71e25304fae8674c84820e658334.jpg	train	roboflow_team128_v5	1	0.354400	0.004101	0.000000	0.000000	120	1369	504	1753
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00045_roboflow_team128_v5_IMG_0416_jpg.rf.a8613a9c4bc0659a943885aa7efd0515.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0416_jpg.rf.a8613a9c4bc0659a943885aa7efd0515.jpg	train	roboflow_team128_v5	1	0.161484	0.001801	0.000000	0.000000	1957	3648	2341	4032
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00046_roboflow_team128_v5_IMG_0416_jpg.rf.a8613a9c4bc0659a943885aa7efd0515.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0416_jpg.rf.a8613a9c4bc0659a943885aa7efd0515.jpg	train	roboflow_team128_v5	3	0.151099	0.010914	0.000000	0.000000	209	57	593	441
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00047_roboflow_team128_v5_IMG_0416_jpg.rf.a8613a9c4bc0659a943885aa7efd0515.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0416_jpg.rf.a8613a9c4bc0659a943885aa7efd0515.jpg	train	roboflow_team128_v5	4	0.141648	0.001926	0.000000	0.000000	1041	718	1425	1102
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00048_roboflow_team128_v5_IMG_0420_jpg.rf.da03c1d552b814d432b410848279879b.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0420_jpg.rf.da03c1d552b814d432b410848279879b.jpg	train	roboflow_team128_v5	1	0.217975	0.001812	0.000000	0.000000	2640	2618	3024	3002
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00049_roboflow_team128_v5_IMG_0421_jpg.rf.1b203c1bd624ee736f5f689ec67c0c4d.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0421_jpg.rf.1b203c1bd624ee736f5f689ec67c0c4d.jpg	train	roboflow_team128_v5	1	0.172291	0.000820	0.000000	0.000000	1934	367	2155	588
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00050_roboflow_team128_v5_IMG_0422_jpg.rf.2c04e28955f2c62f57034407165b2f30.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0422_jpg.rf.2c04e28955f2c62f57034407165b2f30.jpg	train	roboflow_team128_v5	1	0.147477	0.001404	0.000000	0.000000	831	0	1215	384
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00051_roboflow_team128_v5_IMG_0429_jpg.rf.fb57fcfd57d6069238f28d1a13814eb8.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0429_jpg.rf.fb57fcfd57d6069238f28d1a13814eb8.jpg	train	roboflow_team128_v5	1	0.277189	0.004829	0.000000	0.000000	1642	1900	2026	2284
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00052_roboflow_team128_v5_IMG_0433_jpg.rf.4e1128b627fcd454745d7ab9ad7f2927.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0433_jpg.rf.4e1128b627fcd454745d7ab9ad7f2927.jpg	train	roboflow_team128_v5	2	0.623866	0.006912	0.000000	0.000000	131	530	515	914
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00053_roboflow_team128_v5_IMG_0433_jpg.rf.4e1128b627fcd454745d7ab9ad7f2927.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0433_jpg.rf.4e1128b627fcd454745d7ab9ad7f2927.jpg	train	roboflow_team128_v5	3	0.297734	0.003872	0.000000	0.000000	1857	0	2241	384
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00054_roboflow_team128_v5_IMG_0434_jpg.rf.2cb57ac2e7d44f9bcb0931339713e514.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0434_jpg.rf.2cb57ac2e7d44f9bcb0931339713e514.jpg	train	roboflow_team128_v5	3	0.138081	0.001568	0.000000	0.000000	2370	2998	2705	3333
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00055_roboflow_team128_v5_IMG_0437_jpg.rf.11692077872f61ea705cc1bc6715c612.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0437_jpg.rf.11692077872f61ea705cc1bc6715c612.jpg	train	roboflow_team128_v5	4	0.092095	0.001492	0.000000	0.000000	38	2967	335	3264
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00056_roboflow_team128_v5_IMG_0440_jpg.rf.bba292524b46dad1a77b0e499db3495f.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0440_jpg.rf.bba292524b46dad1a77b0e499db3495f.jpg	train	roboflow_team128_v5	3	0.114801	0.001003	0.000000	0.000000	2727	3177	3024	3474
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00057_roboflow_team128_v5_IMG_0440_jpg.rf.bba292524b46dad1a77b0e499db3495f.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0440_jpg.rf.bba292524b46dad1a77b0e499db3495f.jpg	train	roboflow_team128_v5	4	0.114465	0.005032	0.000000	0.000000	942	970	1326	1354
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00058_roboflow_team128_v5_IMG_0442_jpg.rf.e8615349c65116658735767b1e944505.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0442_jpg.rf.e8615349c65116658735767b1e944505.jpg	train	roboflow_team128_v5	8	0.118365	0.001839	0.000000	0.000000	844	3648	1228	4032
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00059_roboflow_team128_v5_IMG_0444_jpg.rf.83ad842fe4150a62a28712eeb9e307db.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0444_jpg.rf.83ad842fe4150a62a28712eeb9e307db.jpg	train	roboflow_team128_v5	2	0.653598	0.009117	0.000000	0.000000	1495	2744	1879	3128
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00060_roboflow_team128_v5_IMG_0444_jpg.rf.83ad842fe4150a62a28712eeb9e307db.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0444_jpg.rf.83ad842fe4150a62a28712eeb9e307db.jpg	train	roboflow_team128_v5	3	0.080768	0.002155	0.000000	0.000000	1645	2971	2018	3344
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00061_roboflow_team128_v5_IMG_0445_jpg.rf.567b784016c91fac8671ddd1bd414906.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0445_jpg.rf.567b784016c91fac8671ddd1bd414906.jpg	train	roboflow_team128_v5	4	0.145806	0.001915	0.000000	0.000000	2640	708	3024	1092
D:/MelonDataset/watermelon_seg/exports/hard_negative_crops_runs20_trainval/images/train/hardneg_train_00062_roboflow_team128_v5_IMG_0451_jpg.rf.036f2b1d8423bcb53d0521767bce0e94.jpg	D:/MelonDataset/watermelon_seg/images/train/roboflow_team128_v5_IMG_0451_jpg.rf.036f2b1d8423bcb53d0521767bce0e94.jpg	train	roboflow_team128_v5	5	0.193624	0.002853	0.000000	0.003454	1810	876	2194	1260
